ReferenceGene,Subsystem,General_subsystem,CP043320,CP063780,CP039749,AP022324,CP000712,CP026386,CP012831,CP015225,CP043179,CP041013,CP061848,CP053697,CP076683,CP020100,CP060288,AP014655.1,CP007511.1,CP065866,CP022562,LS483372,CP069317,CP014784,CP065867,CP024478,CP013144,CP073105,CP038001,CP022561,CP045416,CP045349,AE004091.2,CP068238,CP012830,LR590473,CP065865,CP008896,CP061335,CP032419,CP045359,AP024503,CP008749.1,CP070982,CP050291,CP022560,CP058975
PA14_52900,S_Valine__Leucine__and_Isoleucine_Metabolism,Amino acids,FXF61_13360,IH404_13175,FA030_20535,PPTS312_24740,Pput_2038,C3F42_06120,AO356_17045,TK06_09290,FQ342_29335,FIU24_09050,IE322_06785,HNE05_14015,KQ248_05030,BVH74_17840,H7683_01830,MT1_0437,CL52_10790,I9X27_21935,CHR29_11270,NCTC10038_03400,JQN61_06370,A0T30_09830,I9X29_22655,CS390_14260,AOU28_27630,KCX70_13595,DCC84_19085,CHN49_13070,FIU84_08150,FIV02_16820,PA0879,JHW37_21915,AO353_24835,NCTC13359_05138,I9X26_24990,HZ99_07895,ICJ54_14735,D3880_17730,FIU98_16800,PproGo58_48160,OU9_00888,JYG34_16205,HAV28_13765,CHR26_24535,HXW90_16630
PA14_54670,S_Valine__Leucine__and_Isoleucine_Metabolism,Amino acids,FXF61_06700,IH404_23825,FA030_21255,PPTS312_47620,Pput_4530,C3F42_13680,AO356_07865,TK06_17295,FQ342_07160,FIU24_08330,IE322_25355,HNE05_11165,KQ248_15045,BVH74_00105,H7683_17025,MT1_2285,CL52_10060,I9X27_22640,CHR29_23520,NCTC10038_05159,JQN61_17370,A0T30_07900,I9X29_23375,CS390_03320,AOU28_27030,KCX70_11860,DCC84_03640,CHN49_23825,FIU84_09375,FIV02_06905,PA0743,JHW37_22670,AO353_05985,NCTC13359_05285,I9X26_25830,HZ99_21470,ICJ54_23610,D3880_16900,FIU98_06890,PproGo58_07370,OU9_00755,JYG34_03250,HAV28_21570,CHR26_11975,HXW90_26520
PA14_36270,S_Valine__Leucine__and_Isoleucine_Metabolism,Amino acids,FXF61_06700,IH404_23825,FA030_13115,PPTS312_43240,Pput_1177,C3F42_24185,AO356_19610,TK06_09665,FQ342_04335,FIU24_16480,IE322_01990,HNE05_04485,KQ248_10790,BVH74_00105,H7683_02255,MT1_1464,CL52_14465,I9X27_14700,CHR29_21510,NCTC10038_05159,JQN61_10725,A0T30_07900,I9X29_14735,CS390_18775,AOU28_05920,KCX70_02280,DCC84_03640,CHN49_05915,FIU84_15235,FIV02_17375,PA2199,JHW37_14645,AO353_17140,NCTC13359_03667,I9X26_17500,HZ99_26135,ICJ54_21660,D3880_16225,FIU98_17360,PproGo58_12940,OU9_02221,JYG34_06035,HAV28_19705,CHR26_14080,HXW90_11555
PA14_54630,S_Valine__Leucine__and_Isoleucine_Metabolism,Amino acids,FXF61_10745,IH404_14735,FA030_21240,PPTS312_21810,Pput_3522,C3F42_26655,AO356_26355,TK06_05765,FQ342_27195,FIU24_08345,IE322_12990,HNE05_11150,KQ248_15010,BVH74_00115,H7683_17040,MT1_2271,CL52_10095,I9X27_22625,CHR29_09485,NCTC10038_03154,JQN61_12745,A0T30_07920,I9X29_23360,CS390_15960,AOU28_27045,KCX70_11885,DCC84_17270,CHN49_18310,FIU84_09340,FIV02_06920,PA0746,JHW37_22655,AO353_25680,NCTC13359_05282,I9X26_25815,HZ99_02640,ICJ54_10575,D3880_11370,FIU98_06905,PproGo58_29710,OU9_00758,JYG34_16950,HAV28_08655,CHR26_27875,HXW90_15685
PA14_30500,S_Valine__Leucine__and_Isoleucine_Metabolism,Amino acids,,IH404_12530,FA030_10050,PPTS312_26710,Pput_2981,C3F42_18425,AO356_29315,TK06_05155,FQ342_03955,FIU24_19545,IE322_06305,HNE05_07920,KQ248_16600,BVH74_16625,H7683_22940,MT1_0101,CL52_00325,I9X27_12220,CHR29_12280,NCTC10038_02416,JQN61_01230,A0T30_12640,I9X29_12560,CS390_13900,AOU28_06675,KCX70_11955,DCC84_14440,CHN49_12060,FIU84_00890,FIV02_12780,PA2597,JHW37_15470,AO353_20380,NCTC13359_03073,I9X26_14560,HZ99_05955,ICJ54_17810,D3880_15710,FIU98_12760,PproGo58_13620,OU9_02628,JYG34_13305,HAV28_09970,CHR26_23070,HXW90_12630
PA14_41840,Sulfur metabolism,Energy metabolism,FXF61_05120,IH404_21075,FA030_15945,PPTS312_22610,Pput_3442,C3F42_27120,AO356_20830,TK06_30185,FQ342_01555,FIU24_13645,IE322_12520,HNE05_07495,KQ248_14035,BVH74_11960,,MT1_2070,CL52_08540,I9X27_16960,CHR29_09925,NCTC10038_04564,,A0T30_12215,I9X29_17350,CS390_08545,AOU28_03715,KCX70_10275,DCC84_08185,CHN49_17860,FIU84_09925,,PA1756,JHW37_16795,AO353_00935,NCTC13359_04225,I9X26_20130,HZ99_08695,ICJ54_11030,D3880_09940,,PproGo58_18120,OU9_01767,JYG34_09270,HAV28_15940,CHR26_27355,HXW90_23710
PA14_69200,Sulfur metabolism,Energy metabolism,FXF61_13275,IH404_27435,FA030_27620,PPTS312_03220,Pput_5124,C3F42_16015,AO356_12930,TK06_22350,FQ342_12245,FIU24_01965,IE322_22425,HNE05_16560,KQ248_01475,BVH74_06380,H7683_11735,MT1_4243,CL52_02545,I9X27_28070,CHR29_26665,NCTC10038_05875,JQN61_20390,A0T30_03195,I9X29_29165,CS390_01275,AOU28_15450,KCX70_02395,DCC84_32610,CHN49_26780,FIU84_02660,FIV02_01580,PA5240,JHW37_28050,AO353_08850,NCTC13359_00025,I9X26_32140,HZ99_16545,ICJ54_00925,D3880_21375,FIU98_01580,PproGo58_56620,OU9_05352,JYG34_25165,HAV28_00795,CHR26_08685,HXW90_30115
PA14_57710,Sulfur metabolism,Energy metabolism,FXF61_09980,IH404_04685,FA030_22515,PPTS312_46460,Pput_4421,C3F42_12120,AO356_16670,TK06_26250,FQ342_06180,FIU24_07070,IE322_00510,HNE05_14045,KQ248_09740,BVH74_00965,H7683_14865,MT1_1271,CL52_16105,I9X27_23895,CHR29_22930,NCTC10038_00827,JQN61_16765,A0T30_05715,I9X29_24930,CS390_20180,AOU28_25860,KCX70_04760,DCC84_04775,CHN49_23270,FIU84_04940,FIV02_04570,PA4442,JHW37_23770,AO353_05075,NCTC13359_05540,I9X26_27075,HZ99_22925,ICJ54_23005,D3880_18455,FIU98_04560,PproGo58_09150,OU9_04515,JYG34_21470,HAV28_21020,CHR26_12640,HXW90_03920
PA14_57720,Sulfur metabolism,Energy metabolism,FXF61_09975,IH404_04680,FA030_22520,PPTS312_46470,Pput_4422,C3F42_12125,AO356_16665,TK06_26245,FQ342_06185,FIU24_07065,IE322_00505,HNE05_14050,KQ248_09735,BVH74_00970,H7683_14860,MT1_1270,CL52_16110,I9X27_23900,CHR29_22935,NCTC10038_00826,JQN61_16770,A0T30_05710,I9X29_24935,CS390_20185,AOU28_25855,KCX70_04750,DCC84_04770,CHN49_23275,FIU84_04935,FIV02_04565,PA4443,JHW37_23775,AO353_05080,NCTC13359_05541,I9X26_27080,HZ99_22920,ICJ54_23010,D3880_18460,FIU98_04555,PproGo58_09140,OU9_04516,JYG34_21475,HAV28_21030,CHR26_12635,HXW90_03915
PA14_06920,Threonine and Lysine Metabolism,Amino acids,FXF61_08140,IH404_25945,FA030_32145,PPTS312_08640,Pput_0398,C3F42_15195,AO356_17010,TK06_28205,FQ342_13780,FIU24_30350,IE322_19470,HNE05_05340,KQ248_18310,BVH74_10300,H7683_06850,MT1_2957,CL52_12050,I9X27_02695,CHR29_02210,NCTC10038_05568,JQN61_01990,A0T30_14685,I9X29_02705,CS390_22440,AOU28_20265,KCX70_08780,DCC84_31080,CHN49_01860,FIU84_07925,FIV02_21670,PA0530,JHW37_02525,AO353_07470,NCTC13359_00919,I9X26_02735,HZ99_15185,ICJ54_03805,D3880_07840,FIU98_21650,PproGo58_53590,OU9_00542,JYG34_24095,HAV28_23440,CHR26_05640,HXW90_28725
PA14_52580,Threonine and Lysine Metabolism,Amino acids,FXF61_08125,IH404_21605,FA030_20410,PPTS312_40900,Pput_1442,C3F42_25205,AO356_18775,TK06_28255,FQ342_19835,FIU24_09175,IE322_03295,HNE05_05380,KQ248_12885,BVH74_10325,H7683_18725,MT1_1891,CL52_06735,I9X27_21810,CHR29_19920,NCTC10038_04703,JQN61_09455,A0T30_14645,I9X29_22530,CS390_07080,AOU28_27755,KCX70_14070,DCC84_25925,CHN49_07490,FIU84_06645,FIV02_08510,PA0904,JHW37_21795,AO353_02975,NCTC13359_05111,I9X26_24865,HZ99_09865,ICJ54_20355,D3880_07880,FIU98_08490,PproGo58_43510,OU9_00914,JYG34_18495,HAV28_07305,CHR26_16480,HXW90_24300
PA14_47060,Threonine and Lysine Metabolism,Amino acids,FXF61_11440,IH404_06225,FA030_18095,PPTS312_09200,Pput_3745,C3F42_14880,AO356_17250,TK06_26830,FQ342_05815,FIU24_11495,IE322_19185,HNE05_20365,KQ248_18160,BVH74_10290,H7683_17915,MT1_1620,CL52_05615,I9X27_18410,CHR29_02515,NCTC10038_01170,JQN61_02325,A0T30_06900,I9X29_19540,CS390_22165,AOU28_01645,KCX70_13730,DCC84_13140,CHN49_19680,FIU84_09785,FIV02_05055,PA1330,JHW37_19000,AO353_04800,NCTC13359_04652,I9X26_22230,HZ99_11985,ICJ54_04085,D3880_08430,FIU98_05045,PproGo58_24150,OU9_01337,JYG34_02110,HAV28_23070,CHR26_05350,HXW90_05480
PA14_69670,Threonine and Lysine Metabolism,Amino acids,FXF61_11145,IH404_27630,FA030_27825,PPTS312_03340,Pput_5136,C3F42_18110,AO356_12740,TK06_22165,FQ342_12090,FIU24_01760,IE322_22365,HNE05_18960,KQ248_01635,BVH74_04470,H7683_11515,MT1_4275,CL52_02365,I9X27_28270,CHR29_26725,NCTC10038_05921,JQN61_20450,A0T30_00825,I9X29_29365,CS390_01095,AOU28_21365,KCX70_02235,DCC84_32830,CHN49_26840,FIU84_02500,FIV02_01325,PA5277,JHW37_28225,AO353_09035,NCTC13359_00065,I9X26_32380,HZ99_16740,ICJ54_00985,D3880_21555,FIU98_01325,PproGo58_57020,OU9_05390,JYG34_25305,HAV28_24500,CHR26_08625,HXW90_30310
PA14_69690,Threonine and Lysine Metabolism,Amino acids,FXF61_11140,IH404_27635,FA030_27830,PPTS312_03350,Pput_5137,C3F42_18105,AO356_12735,TK06_22160,FQ342_12085,FIU24_01755,IE322_22360,HNE05_18955,KQ248_01640,BVH74_04465,H7683_11510,MT1_4276,CL52_02360,I9X27_28275,CHR29_26730,NCTC10038_05922,JQN61_20455,A0T30_00830,I9X29_29370,CS390_01090,AOU28_21360,KCX70_02230,DCC84_32835,CHN49_26845,FIU84_02495,FIV02_01320,PA5278,JHW37_28230,AO353_09040,NCTC13359_00066,I9X26_32385,HZ99_16745,ICJ54_00990,D3880_21560,FIU98_01320,PproGo58_57030,OU9_05391,JYG34_25310,HAV28_24505,CHR26_08620,HXW90_30315
PA14_62940,Threonine and Lysine Metabolism,Amino acids,FXF61_10300,IH404_24155,FA030_24985,PPTS312_48240,Pput_4591,C3F42_21070,AO356_07490,TK06_16825,FQ342_06730,FIU24_04600,IE322_25015,HNE05_14305,KQ248_21565,BVH74_02165,H7683_04590,MT1_3704,CL52_04425,I9X27_25605,CHR29_23905,NCTC10038_05231,JQN61_17710,A0T30_18180,I9X29_26655,CS390_20975,AOU28_24035,KCX70_17510,DCC84_04035,CHN49_24185,FIU84_17030,FIV02_19260,PA4759,JHW37_25590,AO353_05640,NCTC13359_06026,I9X26_29405,HZ99_22175,ICJ54_23955,D3880_04195,FIU98_19245,PproGo58_08050,OU9_04858,JYG34_03625,HAV28_21905,CHR26_11635,HXW90_26875
PA14_51270,Threonine and Lysine Metabolism,Amino acids,FXF61_04505,IH404_08730,FA030_19890,PPTS312_42370,Pput_1267,C3F42_09675,AO356_04530,TK06_13820,FQ342_03570,FIU24_09695,IE322_02465,HNE05_11790,KQ248_18860,BVH74_10085,H7683_00715,MT1_3165,CL52_13750,I9X27_20760,CHR29_21005,NCTC10038_01646,JQN61_10195,A0T30_16145,I9X29_21275,CS390_06445,AOU28_04405,KCX70_14750,DCC84_07360,CHN49_06430,FIU84_14260,FIV02_15750,PA1010,JHW37_20560,AO353_17670,NCTC13359_05009,I9X26_24310,HZ99_25025,ICJ54_21185,D3880_07300,FIU98_15730,PproGo58_14370,OU9_01019,JYG34_19375,HAV28_06495,CHR26_15415,HXW90_07975
PA14_72510,Threonine and Lysine Metabolism,Amino acids,,IH404_01255,FA030_28985,PPTS312_05880,Pput_0138,C3F42_16780,AO356_11475,TK06_20845,FQ342_10575,FIU24_00600,IE322_20905,HNE05_17555,KQ248_03400,BVH74_04205,H7683_10670,MT1_0178,CL52_20090,I9X27_29505,CHR29_00370,NCTC10038_00082,JQN61_00385,A0T30_02405,I9X29_30495,CS390_00560,AOU28_17185,KCX70_00660,DCC84_00400,CHN49_00395,FIU84_00690,FIV02_00725,PA5495,JHW37_29410,AO353_10920,NCTC13359_00291,I9X26_33500,HZ99_18210,ICJ54_02330,D3880_00385,FIU98_00725,PproGo58_00810,OU9_05616,JYG34_00400,HAV28_00380,CHR26_07120,HXW90_00430
PA14_49380,Threonine and Lysine Metabolism,Amino acids,,IH404_07620,FA030_19010,PPTS312_16150,Pput_4199,C3F42_23460,AO356_06090,TK06_15415,FQ342_05035,FIU24_10580,IE322_15810,HNE05_03160,KQ248_19125,BVH74_00280,H7683_01490,MT1_3215,CL52_06520,I9X27_19910,CHR29_05995,NCTC10038_01437,JQN61_15660,A0T30_07255,I9X29_20405,CS390_05640,AOU28_00825,KCX70_15010,DCC84_06185,CHN49_22135,FIU84_13735,FIV02_16515,PA1162,JHW37_19760,AO353_16410,NCTC13359_04838,I9X26_23080,HZ99_24085,ICJ54_07705,D3880_06580,FIU98_16495,PproGo58_11360,OU9_01164,JYG34_20110,HAV28_05975,CHR26_01825,HXW90_06995
PA14_17030,Threonine and Lysine Metabolism,Amino acids,FXF61_14580,IH404_07660,FA030_03845,PPTS312_16240,Pput_4189,C3F42_23500,AO356_06055,TK06_15365,FQ342_04995,FIU24_25750,IE322_15765,HNE05_03220,KQ248_19085,BVH74_00255,H7683_01440,MT1_3207,CL52_13975,I9X27_06635,CHR29_06035,NCTC10038_01446,JQN61_15620,A0T30_07315,I9X29_06925,CS390_05680,AOU28_13380,KCX70_14965,DCC84_06225,CHN49_22085,FIU84_14525,FIV02_16470,PA3659,JHW37_06565,AO353_16445,NCTC13359_01822,I9X26_06970,HZ99_24130,ICJ54_07760,D3880_06620,FIU98_16450,PproGo58_11480,OU9_03701,JYG34_20055,HAV28_06015,CHR26_01780,HXW90_07045
PA14_16950,Threonine and Lysine Metabolism,Amino acids,FXF61_03295,IH404_07645,FA030_03505,PPTS312_16200,Pput_4194,C3F42_23485,AO356_06070,TK06_15395,FQ342_05010,FIU24_26090,IE322_15785,HNE05_03205,KQ248_19105,BVH74_00265,H7683_01455,MT1_3211,CL52_14000,I9X27_06600,CHR29_06020,NCTC10038_01442,JQN61_15635,A0T30_07300,I9X29_06890,CS390_05665,AOU28_13415,KCX70_14990,DCC84_06210,CHN49_22110,FIU84_14550,FIV02_16485,PA3666,JHW37_06530,AO353_16435,NCTC13359_01762,I9X26_06935,HZ99_24110,ICJ54_07730,D3880_06610,FIU98_16465,PproGo58_11410,OU9_03708,JYG34_20085,HAV28_06000,CHR26_01800,HXW90_07020
PA14_23800,Threonine and Lysine Metabolism,Amino acids,FXF61_06550,IH404_19040,FA030_06590,PPTS312_19690,Pput_3770,C3F42_25795,AO356_21420,TK06_00340,FQ342_00450,FIU24_23005,IE322_14100,HNE05_10325,KQ248_13185,BVH74_14735,H7683_20090,MT1_1932,CL52_11700,I9X27_09405,CHR29_08415,NCTC10038_04076,JQN61_13855,A0T30_09445,I9X29_09755,CS390_17280,AOU28_10710,KCX70_09100,DCC84_10695,CHN49_19830,FIU84_08575,FIV02_09835,PA3117,JHW37_09125,AO353_20640,NCTC13359_02367,I9X26_10030,HZ99_07555,ICJ54_09545,D3880_14710,FIU98_09815,PproGo58_19780,OU9_03176,JYG34_07895,HAV28_18050,CHR26_29590,HXW90_21240
PA14_41830,Threonine and Lysine Metabolism,Amino acids,FXF61_05125,IH404_21070,FA030_15940,PPTS312_50490,Pput_4785,C3F42_20520,AO356_20835,TK06_30190,FQ342_01550,FIU24_13650,IE322_24050,HNE05_07500,KQ248_14040,BVH74_11965,H7683_21445,MT1_2071,CL52_08545,I9X27_16955,CHR29_25110,NCTC10038_04563,JQN61_18790,A0T30_12220,I9X29_17345,CS390_02575,AOU28_03720,KCX70_10280,DCC84_08190,CHN49_25190,FIU84_09930,FIV02_12570,PA1757,JHW37_16790,AO353_00930,NCTC13359_04224,I9X26_20125,HZ99_08690,ICJ54_25185,D3880_09945,FIU98_12550,PproGo58_18130,OU9_01768,JYG34_23400,HAV28_02505,CHR26_10275,HXW90_23705
PA14_16070,Threonine and Lysine Metabolism,Amino acids,FXF61_02255,IH404_22965,FA030_03150,PPTS312_15520,Pput_4251,C3F42_23375,AO356_06375,TK06_15710,FQ342_05345,FIU24_26445,IE322_16085,HNE05_13365,KQ248_20785,BVH74_00750,H7683_03440,MT1_3547,CL52_15410,I9X27_06245,CHR29_05735,NCTC10038_04978,JQN61_15930,A0T30_17480,I9X29_06535,CS390_05405,,KCX70_16720,DCC84_05835,CHN49_22400,FIU84_05835,FIV02_17985,PA3736,JHW37_06110,AO353_04355,NCTC13359_01691,I9X26_06580,HZ99_23865,ICJ54_07395,D3880_06190,FIU98_17970,PproGo58_10750,OU9_03778,JYG34_20200,HAV28_05675,CHR26_02075,HXW90_25495
PA14_70690,Transport,Transport,FXF61_13805,IH404_24215,FA030_28225,PPTS312_34350,Pput_2018,C3F42_03880,AO356_01090,TK06_00725,FQ342_31275,FIU24_01360,IE322_06640,HNE05_19145,KQ248_02030,BVH74_07045,H7683_10920,MT1_4405,CL52_01990,I9X27_28775,CHR29_15890,NCTC10038_05245,JQN61_06470,A0T30_03180,I9X29_29750,CS390_01345,AOU28_20975,KCX70_01855,DCC84_15255,CHN49_10780,FIU84_02115,FIV02_00970,PA5355,JHW37_28630,AO353_21310,NCTC13359_00143,I9X26_32770,HZ99_22115,ICJ54_17475,D3880_14305,FIU98_00970,PproGo58_21630,OU9_05468,JYG34_15245,HAV28_09565,CHR26_20015,HXW90_26955
PA14_70680,Transport,Transport,FXF61_13805,IH404_27105,FA030_28220,PPTS312_34360,Pput_2017,C3F42_03885,AO356_01095,TK06_00720,FQ342_31280,FIU24_01365,IE322_06635,HNE05_19145,KQ248_02025,BVH74_07290,H7683_10915,MT1_4404,CL52_01995,I9X27_28770,CHR29_15895,NCTC10038_05797,JQN61_06475,A0T30_19605,I9X29_29745,CS390_01345,AOU28_20980,KCX70_01860,DCC84_15255,CHN49_10775,FIU84_02120,FIV02_00965,PA5354,JHW37_28625,AO353_21305,NCTC13359_00142,I9X26_32765,HZ99_16210,ICJ54_17480,D3880_01070,FIU98_00965,PproGo58_21620,OU9_05467,JYG34_15250,HAV28_09560,CHR26_20010,HXW90_29775
PA14_70670,Transport,Transport,FXF61_03395,IH404_24215,FA030_28215,PPTS312_34370,Pput_2016,C3F42_01460,AO356_01100,TK06_00715,FQ342_31285,FIU24_01370,IE322_06630,,KQ248_02020,BVH74_15790,H7683_10910,MT1_4403,CL52_02000,I9X27_28765,CHR29_15900,NCTC10038_05245,JQN61_06480,A0T30_18245,I9X29_29740,CS390_21040,AOU28_20985,KCX70_01865,DCC84_03975,CHN49_10770,FIU84_02125,FIV02_00960,PA5353,JHW37_28620,AO353_21300,NCTC13359_00141,I9X26_32760,HZ99_22115,ICJ54_17485,D3880_13675,FIU98_00960,PproGo58_21610,OU9_05466,JYG34_15255,HAV28_09555,CHR26_20005,HXW90_26940
PA14_27920,Transport,Transport,FXF61_06130,IH404_09270,FA030_08525,PPTS312_21140,Pput_3579,C3F42_06490,AO356_02190,TK06_11430,FQ342_00960,FIU24_21070,IE322_13270,HNE05_09275,KQ248_17730,BVH74_11615,H7683_23950,MT1_2841,CL52_10650,I9X27_11080,CHR29_09160,NCTC10038_01829,JQN61_13040,A0T30_13710,I9X29_11415,CS390_16570,AOU28_09050,KCX70_13535,DCC84_08880,CHN49_18910,FIU84_07960,FIV02_14640,PA2800,JHW37_11355,AO353_00330,NCTC13359_02766,I9X26_12395,HZ99_08015,ICJ54_10330,D3880_12710,FIU98_14620,PproGo58_19410,OU9_02843,JYG34_17575,HAV28_17165,CHR26_28810,HXW90_08515
PA14_64310,Transport,Transport,FXF61_07190,IH404_03760,FA030_25595,PPTS312_49890,Pput_4723,C3F42_20850,AO356_08360,TK06_17785,FQ342_07735,FIU24_03990,IE322_24385,HNE05_02070,KQ248_07995,BVH74_07845,H7683_13805,MT1_1004,CL52_17925,I9X27_26130,CHR29_24820,NCTC10038_00630,JQN61_18475,A0T30_06405,I9X29_27195,CS390_02870,AOU28_23500,KCX70_19020,DCC84_03095,CHN49_24865,FIU84_18720,FIV02_03480,PA4862,JHW37_26100,AO353_13525,NCTC13359_06151,I9X26_29930,HZ99_20970,ICJ54_24700,D3880_19965,FIU98_03475,PproGo58_06290,OU9_04967,JYG34_23080,HAV28_02815,CHR26_10570,HXW90_02875
PA14_64290,Transport,Transport,FXF61_07180,IH404_03770,FA030_25585,PPTS312_49870,Pput_4721,C3F42_20860,AO356_08350,TK06_17775,FQ342_07725,FIU24_04000,IE322_24395,HNE05_02080,KQ248_08005,BVH74_07855,H7683_13815,MT1_1006,CL52_17915,I9X27_26120,CHR29_24810,NCTC10038_00632,JQN61_18465,A0T30_06415,I9X29_27185,CS390_02880,AOU28_23510,KCX70_19010,DCC84_03105,CHN49_24855,FIU84_18710,FIV02_03490,PA4860,JHW37_26090,AO353_13535,NCTC13359_06148,I9X26_29920,HZ99_20980,ICJ54_24690,D3880_19955,FIU98_03485,PproGo58_06310,OU9_04965,JYG34_23070,HAV28_02825,CHR26_10580,HXW90_02885
PA14_64270,Transport,Transport,FXF61_07170,IH404_03780,FA030_25575,PPTS312_49850,Pput_4719,C3F42_20870,AO356_08340,TK06_17765,FQ342_07715,FIU24_04010,IE322_24405,HNE05_02090,KQ248_08015,BVH74_07865,H7683_13825,MT1_1008,CL52_17905,I9X27_26110,CHR29_24800,NCTC10038_00635,JQN61_18455,A0T30_06425,I9X29_27175,CS390_02890,AOU28_23520,KCX70_19000,DCC84_03115,CHN49_24845,FIU84_18700,FIV02_03500,PA4858,JHW37_26080,AO353_13545,NCTC13359_06146,I9X26_29910,HZ99_20990,ICJ54_24680,D3880_19945,FIU98_03495,PproGo58_06330,OU9_04963,JYG34_23060,HAV28_02835,CHR26_10590,HXW90_02895
PA14_64300,Transport,Transport,FXF61_07185,IH404_03765,FA030_25590,PPTS312_49880,Pput_4722,C3F42_20855,AO356_08355,TK06_17780,FQ342_07730,FIU24_03995,IE322_24390,HNE05_02075,KQ248_08000,BVH74_07850,H7683_13810,MT1_1005,CL52_17920,I9X27_26125,CHR29_24815,NCTC10038_00631,JQN61_18470,A0T30_06410,I9X29_27190,CS390_02875,AOU28_23505,KCX70_19015,DCC84_03100,CHN49_24860,FIU84_18715,FIV02_03485,PA4861,JHW37_26095,AO353_13530,NCTC13359_06150,I9X26_29925,HZ99_20975,ICJ54_24695,D3880_19960,FIU98_03480,PproGo58_06300,OU9_04966,JYG34_23075,HAV28_02820,CHR26_10575,HXW90_02880
PA14_38580,Transport,Transport,,IH404_16550,FA030_14155,PPTS312_31370,Pput_2650,C3F42_00855,AO356_00415,TK06_10325,FQ342_24625,FIU24_15440,IE322_09690,,,BVH74_11930,H7683_06820,,CL52_19630,I9X27_15680,CHR29_13450,NCTC10038_02522,,,I9X29_15695,CS390_13215,AOU28_05000,,DCC84_20395,CHN49_14960,FIU84_04030,FIV02_21645,PA2004,JHW37_15525,AO353_21775,NCTC13359_03864,I9X26_18475,HZ99_05190,ICJ54_14265,D3880_11250,FIU98_21625,PproGo58_35170,OU9_02029,JYG34_15130,,,HXW90_17685
PA14_02980,Transport,Transport,FXF61_05790,IH404_18060,FA030_30610,PPTS312_45280,Pput_4340,C3F42_11300,AO356_04895,TK06_14210,FQ342_04205,FIU24_31880,IE322_01120,HNE05_06505,KQ248_15815,BVH74_04080,H7683_05770,MT1_2449,CL52_07460,I9X27_01225,CHR29_22335,NCTC10038_03930,JQN61_16375,A0T30_08155,I9X29_01210,CS390_19600,AOU28_18790,KCX70_17935,DCC84_06830,CHN49_22855,FIU84_08055,FIV02_06715,PA0240,JHW37_01145,AO353_17245,NCTC13359_00606,I9X26_01260,HZ99_24600,ICJ54_22400,D3880_08665,FIU98_06700,PproGo58_13170,OU9_00243,JYG34_20740,HAV28_20435,CHR26_13265,HXW90_19545
PA14_21750,"Transport, Inner Membrane",Transport,FXF61_00250,IH404_10540,FA030_05795,PPTS312_17270,Pput_4020,C3F42_24705,AO356_19250,TK06_28705,FQ342_20320,FIU24_23800,IE322_15250,HNE05_10810,KQ248_18700,BVH74_10855,H7683_01930,MT1_3124,CL52_13540,I9X27_08640,CHR29_06550,NCTC10038_02102,JQN61_15100,A0T30_16015,I9X29_08940,CS390_18390,AOU28_11475,KCX70_14580,DCC84_24030,CHN49_21220,FIU84_14140,FIV02_16935,PA3267,JHW37_08335,AO353_02530,NCTC13359_02210,I9X26_09230,HZ99_26580,ICJ54_08280,D3880_07390,FIU98_16915,PproGo58_42620,OU9_03319,JYG34_06600,HAV28_19265,CHR26_01250,HXW90_10075
PA14_01580,"Transport, Inner Membrane",Transport,,IH404_02480,FA030_30055,PPTS312_07720,Pput_0302,C3F42_19290,AO356_11625,TK06_21020,FQ342_09200,FIU24_32430,IE322_10760,HNE05_05180,KQ248_19175,BVH74_11355,,MT1_3225,CL52_07355,I9X27_00670,CHR29_01745,NCTC10038_00358,JQN61_01525,A0T30_07465,I9X29_00685,CS390_08060,AOU28_18260,KCX70_15045,DCC84_01650,CHN49_01365,FIU84_13330,FIV02_18670,PA0129,JHW37_00650,AO353_12005,NCTC13359_00501,I9X26_00735,HZ99_19665,ICJ54_12795,D3880_01690,FIU98_18655,PproGo58_03350,OU9_00133,JYG34_24545,HAV28_06675,CHR26_24080,HXW90_01545
PA14_38610,"Transport, Inner Membrane",Transport,,IH404_04315,FA030_14165,PPTS312_30960,Pput_2592,C3F42_00550,AO356_16285,TK06_25935,FQ342_16040,FIU24_15430,IE322_08720,,KQ248_14750,,H7683_15855,MT1_2219,CL52_17140,I9X27_15690,CHR29_13675,NCTC10038_00743,,,I9X29_15705,,AOU28_04990,KCX70_12180,DCC84_04410,CHN49_14520,FIU84_04035,FIV02_05615,PA2002,JHW37_15550,AO353_14615,NCTC13359_03866,I9X26_18485,HZ99_22525,ICJ54_15495,,FIU98_05605,PproGo58_49430,OU9_02027,JYG34_12020,HAV28_11300,CHR26_21745,HXW90_03300
PA14_57980,"Transport, Inner Membrane",Transport,FXF61_10905,IH404_05760,FA030_22635,PPTS312_14320,Pput_0987,C3F42_11695,AO356_07055,TK06_16340,FQ342_06305,FIU24_06950,IE322_16720,HNE05_01735,KQ248_09620,BVH74_01080,H7683_14750,MT1_1247,CL52_16230,I9X27_24015,CHR29_05120,NCTC10038_01067,JQN61_11660,A0T30_05600,I9X29_25050,CS390_04905,AOU28_25740,KCX70_04635,DCC84_28825,CHN49_04970,FIU84_04815,FIV02_04455,PA4466,JHW37_23890,AO353_05200,NCTC13359_05566,I9X26_27195,HZ99_12420,ICJ54_06755,D3880_18570,FIU98_04445,PproGo58_08900,OU9_04541,JYG34_05115,HAV28_05115,CHR26_02685,HXW90_05025
