Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
EWS79_RS08440	EWS79_RS08440	1922797	1923795	EWS79_RS08440-MONOMER
EWS79_RS06350	EWS79_RS06350	1442546	1443439	EWS79_RS06350-MONOMER
EWS79_RS01125	EWS79_RS01125	262244	263647	EWS79_RS01125-MONOMER
EWS79_RS06875	EWS79_RS06875	1576462	1577445	EWS79_RS06875-MONOMER
EWS79_RS01145	EWS79_RS01145	268157	269584	EWS79_RS01145-MONOMER
EWS79_RS03880	EWS79_RS03880	883570	884715	EWS79_RS03880-MONOMER
EWS79_RS06540	EWS79_RS06540	1486721	1487545	EWS79_RS06540-MONOMER
EWS79_RS07440	EWS79_RS07440	1711001	1711402	EWS79_RS07440-MONOMER
EWS79_RS08895	EWS79_RS08895	2012979	2014160	EWS79_RS08895-MONOMER
EWS79_RS07980	EWS79_RS07980	1824489	1824797	EWS79_RS07980-MONOMER
EWS79_RS01395	EWS79_RS01395	326589	327152	EWS79_RS01395-MONOMER
EWS79_RS02965	EWS79_RS02965	663737	665731	EWS79_RS02965-MONOMER
EWS79_RS04360	EWS79_RS04360	993371	994276	EWS79_RS04360-MONOMER
EWS79_RS01715	EWS79_RS01715	404565	404638	EWS79_RS01715-tRNA
EWS79_RS04135	EWS79_RS04135	950020	950448	EWS79_RS04135-MONOMER
EWS79_RS05595	EWS79_RS05595	1269158	1269586	EWS79_RS05595-MONOMER
EWS79_RS09030	EWS79_RS09030	2050019	2050519	EWS79_RS09030-MONOMER
EWS79_RS04725	EWS79_RS04725	1074411	1075487	EWS79_RS04725-MONOMER
EWS79_RS04070	EWS79_RS04070	933233	934639	EWS79_RS04070-MONOMER
EWS79_RS02820	EWS79_RS02820	633190	633759	EWS79_RS02820-MONOMER
EWS79_RS03765	EWS79_RS03765	861660	862238	EWS79_RS03765-MONOMER
EWS79_RS01215	EWS79_RS01215	284664	285833	EWS79_RS01215-MONOMER
EWS79_RS00255	EWS79_RS00255	55123	56424	EWS79_RS00255-MONOMER
EWS79_RS05660	EWS79_RS05660	1284043	1284291	EWS79_RS05660-MONOMER
EWS79_RS00650	EWS79_RS00650	141693	142622	EWS79_RS00650-MONOMER
EWS79_RS01480	EWS79_RS01480	344417	349618	EWS79_RS01480-MONOMER
EWS79_RS00625	EWS79_RS00625	138399	138637	EWS79_RS00625-MONOMER
EWS79_RS01260	EWS79_RS01260	298050	298532	EWS79_RS01260-MONOMER
EWS79_RS01375	EWS79_RS01375	322621	323145	EWS79_RS01375-MONOMER
EWS79_RS01865	EWS79_RS01865	433791	434012	EWS79_RS01865-MONOMER
EWS79_RS05290	EWS79_RS05290	1203944	1205590	EWS79_RS05290-MONOMER
EWS79_RS00895	EWS79_RS00895	201082	201690	EWS79_RS00895-MONOMER
EWS79_RS08165	EWS79_RS08165	1866293	1867180	EWS79_RS08165-MONOMER
EWS79_RS07470	EWS79_RS07470	1715780	1716211	EWS79_RS07470-MONOMER
EWS79_RS06265	EWS79_RS06265	1423241	1423414	EWS79_RS06265-MONOMER
EWS79_RS04880	EWS79_RS04880	1104328	1105092	EWS79_RS04880-MONOMER
EWS79_RS08395	EWS79_RS08395	1912127	1914922	EWS79_RS08395-rRNA
EWS79_RS01420	EWS79_RS01420	331061	331735	EWS79_RS01420-MONOMER
EWS79_RS03850	EWS79_RS03850	876705	877844	EWS79_RS03850-MONOMER
EWS79_RS02710	EWS79_RS02710	612082	612486	EWS79_RS02710-MONOMER
EWS79_RS04295	EWS79_RS04295	979484	980689	EWS79_RS04295-MONOMER
EWS79_RS00405	EWS79_RS00405	88004	88384	EWS79_RS00405-MONOMER
EWS79_RS03400	EWS79_RS03400	764187	764438	EWS79_RS03400-MONOMER
EWS79_RS05900	EWS79_RS05900	1339956	1341593	EWS79_RS05900-MONOMER
EWS79_RS07655	EWS79_RS07655	1757647	1758051	EWS79_RS07655-MONOMER
EWS79_RS04150	EWS79_RS04150	951389	951715	EWS79_RS04150-MONOMER
EWS79_RS04145	EWS79_RS04145	950697	951251	EWS79_RS04145-MONOMER
EWS79_RS08030	EWS79_RS08030	1836466	1837380	EWS79_RS08030-MONOMER
EWS79_RS04465	EWS79_RS04465	1019278	1020615	EWS79_RS04465-MONOMER
EWS79_RS05370	EWS79_RS05370	1224688	1225161	EWS79_RS05370-MONOMER
EWS79_RS08710	EWS79_RS08710	1977675	1979420	EWS79_RS08710-MONOMER
EWS79_RS08430	EWS79_RS08430	1920944	1921690	EWS79_RS08430-MONOMER
EWS79_RS04965	EWS79_RS04965	1129373	1129460	EWS79_RS04965-tRNA
EWS79_RS06700	EWS79_RS06700	1527433	1528074	EWS79_RS06700-MONOMER
EWS79_RS04420	EWS79_RS04420	1007402	1007890	EWS79_RS04420-MONOMER
EWS79_RS01020	EWS79_RS01020	231861	232415	EWS79_RS01020-MONOMER
EWS79_RS06880	EWS79_RS06880	1577474	1578097	EWS79_RS06880-MONOMER
EWS79_RS08270	EWS79_RS08270	1884433	1885185	EWS79_RS08270-MONOMER
EWS79_RS07925	EWS79_RS07925	1812275	1812526	EWS79_RS07925-MONOMER
EWS79_RS03240	EWS79_RS03240	729717	733892	EWS79_RS03240-MONOMER
EWS79_RS06095	EWS79_RS06095	1385869	1386381	EWS79_RS06095-MONOMER
EWS79_RS01190	EWS79_RS01190	280449	281045	EWS79_RS01190-MONOMER
EWS79_RS05555	EWS79_RS05555	1263483	1264625	EWS79_RS05555-MONOMER
EWS79_RS01390	EWS79_RS01390	324397	326433	EWS79_RS01390-MONOMER
EWS79_RS09055	EWS79_RS09055	2054607	2055644	EWS79_RS09055-MONOMER
EWS79_RS00390	EWS79_RS00390	84951	85172	EWS79_RS00390-MONOMER
EWS79_RS05305	EWS79_RS05305	1208615	1209427	EWS79_RS05305-MONOMER
EWS79_RS08865	EWS79_RS08865	2005736	2006164	EWS79_RS08865-MONOMER
EWS79_RS00110	EWS79_RS00110	25239	25982	EWS79_RS00110-MONOMER
EWS79_RS09015	EWS79_RS09015	2044541	2045527	EWS79_RS09015-MONOMER
EWS79_RS06735	EWS79_RS06735	1532941	1533801	EWS79_RS06735-MONOMER
EWS79_RS01075	EWS79_RS01075	241967	242425	EWS79_RS01075-MONOMER
EWS79_RS00195	EWS79_RS00195	42534	43130	EWS79_RS00195-MONOMER
EWS79_RS02350	EWS79_RS02350	530416	530784	EWS79_RS02350-MONOMER
EWS79_RS04705	EWS79_RS04705	1070930	1072150	EWS79_RS04705-MONOMER
EWS79_RS06075	EWS79_RS06075	1382153	1383133	EWS79_RS06075-MONOMER
EWS79_RS08480	EWS79_RS08480	1930254	1931255	EWS79_RS08480-MONOMER
EWS79_RS08355	EWS79_RS08355	1904019	1905557	EWS79_RS08355-MONOMER
EWS79_RS00265	EWS79_RS00265	57796	59457	EWS79_RS00265-MONOMER
EWS79_RS09005	EWS79_RS09005	2041292	2043157	EWS79_RS09005-MONOMER
EWS79_RS01980	EWS79_RS01980	457462	458211	EWS79_RS01980-MONOMER
EWS79_RS07190	EWS79_RS07190	1652235	1652570	EWS79_RS07190-MONOMER
EWS79_RS03710	EWS79_RS03710	841501	842910	EWS79_RS03710-MONOMER
EWS79_RS06805	EWS79_RS06805	1552687	1555986	EWS79_RS06805-MONOMER
EWS79_RS01745	EWS79_RS01745	411914	412837	EWS79_RS01745-MONOMER
EWS79_RS01035	EWS79_RS01035	234906	236360	EWS79_RS01035-MONOMER
EWS79_RS01730	EWS79_RS01730	408696	409388	EWS79_RS01730-MONOMER
EWS79_RS08775	EWS79_RS08775	1992987	1993757	EWS79_RS08775-MONOMER
EWS79_RS03050	EWS79_RS03050	685671	687011	EWS79_RS03050-MONOMER
EWS79_RS07840	EWS79_RS07840	1794717	1794971	EWS79_RS07840-MONOMER
EWS79_RS07220	EWS79_RS07220	1659796	1660254	EWS79_RS07220-MONOMER
EWS79_RS02250	EWS79_RS02250	519728	520039	EWS79_RS02250-MONOMER
EWS79_RS03940	EWS79_RS03940	895446	896600	EWS79_RS03940-MONOMER
EWS79_RS07520	EWS79_RS07520	1724360	1726045	EWS79_RS07520-MONOMER
EWS79_RS04415	EWS79_RS04415	1007109	1007306	EWS79_RS04415-MONOMER
EWS79_RS08755	EWS79_RS08755	1988285	1989664	EWS79_RS08755-MONOMER
EWS79_RS02255	EWS79_RS02255	520044	520880	EWS79_RS02255-MONOMER
EWS79_RS05720	EWS79_RS05720	1297737	1299374	EWS79_RS05720-MONOMER
EWS79_RS02940	EWS79_RS02940	660871	661188	EWS79_RS02940-MONOMER
EWS79_RS01130	EWS79_RS01130	263702	265135	EWS79_RS01130-MONOMER
EWS79_RS05710	EWS79_RS05710	1295155	1296279	EWS79_RS05710-MONOMER
EWS79_RS04760	EWS79_RS04760	1078384	1078818	EWS79_RS04760-MONOMER
EWS79_RS04160	EWS79_RS04160	952859	953749	EWS79_RS04160-MONOMER
EWS79_RS08525	EWS79_RS08525	1938858	1938932	EWS79_RS08525-tRNA
EWS79_RS03405	EWS79_RS03405	764555	765667	EWS79_RS03405-MONOMER
EWS79_RS04535	EWS79_RS04535	1031059	1031685	EWS79_RS04535-MONOMER
EWS79_RS01735	EWS79_RS01735	409623	410813	EWS79_RS01735-MONOMER
EWS79_RS00660	EWS79_RS00660	143991	144491	EWS79_RS00660-MONOMER
EWS79_RS06025	EWS79_RS06025	1367166	1368266	EWS79_RS06025-MONOMER
EWS79_RS08620	EWS79_RS08620	1956502	1959111	EWS79_RS08620-MONOMER
EWS79_RS06110	EWS79_RS06110	1388523	1388598	EWS79_RS06110-tRNA
EWS79_RS06475	EWS79_RS06475	1471340	1472569	EWS79_RS06475-MONOMER
EWS79_RS01830	EWS79_RS01830	428573	428914	EWS79_RS01830-MONOMER
EWS79_RS08045	EWS79_RS08045	1838353	1839714	EWS79_RS08045-MONOMER
EWS79_RS06045	EWS79_RS06045	1373364	1375070	EWS79_RS06045-MONOMER
EWS79_RS07215	EWS79_RS07215	1658372	1659544	EWS79_RS07215-MONOMER
EWS79_RS00985	EWS79_RS00985	224811	225596	EWS79_RS00985-MONOMER
EWS79_RS03090	EWS79_RS03090	696480	696947	EWS79_RS03090-MONOMER
EWS79_RS06630	EWS79_RS06630	1512901	1513779	EWS79_RS06630-MONOMER
EWS79_RS01610	EWS79_RS01610	384432	385718	EWS79_RS01610-MONOMER
EWS79_RS02265	EWS79_RS02265	521158	521538	EWS79_RS02265-MONOMER
EWS79_RS00095	EWS79_RS00095	21212	22978	EWS79_RS00095-MONOMER
EWS79_RS07870	EWS79_RS07870	1801139	1801636	EWS79_RS07870-MONOMER
EWS79_RS04860	EWS79_RS04860	1100330	1100980	EWS79_RS04860-MONOMER
EWS79_RS00290	EWS79_RS00290	63125	64486	EWS79_RS00290-MONOMER
EWS79_RS06100	EWS79_RS06100	1386544	1387497	EWS79_RS06100-MONOMER
EWS79_RS03180	EWS79_RS03180	717719	718594	EWS79_RS03180-MONOMER
EWS79_RS05455	EWS79_RS05455	1243556	1244344	EWS79_RS05455-MONOMER
EWS79_RS07505	EWS79_RS07505	1721298	1722311	EWS79_RS07505-MONOMER
EWS79_RS04025	EWS79_RS04025	921149	922315	EWS79_RS04025-MONOMER
EWS79_RS06790	EWS79_RS06790	1545034	1548066	EWS79_RS06790-MONOMER
EWS79_RS04555	EWS79_RS04555	1034720	1035772	EWS79_RS04555-MONOMER
EWS79_RS04125	EWS79_RS04125	947914	948720	EWS79_RS04125-MONOMER
EWS79_RS08825	EWS79_RS08825	1999232	2000605	EWS79_RS08825-MONOMER
EWS79_RS04480	EWS79_RS04480	1022273	1023421	EWS79_RS04480-MONOMER
EWS79_RS05160	EWS79_RS05160	1172168	1173091	EWS79_RS05160-MONOMER
EWS79_RS02950	EWS79_RS02950	662069	662308	EWS79_RS02950-MONOMER
EWS79_RS03210	EWS79_RS03210	722619	723050	EWS79_RS03210-MONOMER
EWS79_RS00180	EWS79_RS00180	40338	41042	EWS79_RS00180-MONOMER
EWS79_RS06040	EWS79_RS06040	1372763	1373026	EWS79_RS06040-MONOMER
EWS79_RS00905	EWS79_RS00905	202285	202593	EWS79_RS00905-MONOMER
EWS79_RS03290	EWS79_RS03290	741958	742758	EWS79_RS03290-MONOMER
EWS79_RS05365	EWS79_RS05365	1223255	1224469	EWS79_RS05365-MONOMER
EWS79_RS08655	EWS79_RS08655	1964395	1965318	EWS79_RS08655-MONOMER
EWS79_RS07050	EWS79_RS07050	1616283	1616359	EWS79_RS07050-tRNA
EWS79_RS00695	EWS79_RS00695	150128	150538	EWS79_RS00695-MONOMER
EWS79_RS03060	EWS79_RS03060	689906	690331	EWS79_RS03060-MONOMER
EWS79_RS02305	EWS79_RS02305	524572	524877	EWS79_RS02305-MONOMER
EWS79_RS01695	EWS79_RS01695	397661	400315	EWS79_RS01695-MONOMER
EWS79_RS04815	EWS79_RS04815	1086956	1087141	EWS79_RS04815-MONOMER
EWS79_RS07410	EWS79_RS07410	1704172	1705242	EWS79_RS07410-MONOMER
EWS79_RS03475	EWS79_RS03475	782323	782883	EWS79_RS03475-MONOMER
EWS79_RS07000	EWS79_RS07000	1605551	1606480	EWS79_RS07000-MONOMER
EWS79_RS01985	EWS79_RS01985	458527	460455	EWS79_RS01985-MONOMER
EWS79_RS08605	EWS79_RS08605	1953704	1954750	EWS79_RS08605-MONOMER
EWS79_RS08635	EWS79_RS08635	1960653	1961315	EWS79_RS08635-MONOMER
EWS79_RS05200	EWS79_RS05200	1179373	1180068	EWS79_RS05200-MONOMER
EWS79_RS07235	EWS79_RS07235	1665169	1666683	EWS79_RS07235-MONOMER
EWS79_RS00705	EWS79_RS00705	151730	152173	EWS79_RS00705-MONOMER
EWS79_RS01775	EWS79_RS01775	418199	419074	EWS79_RS01775-MONOMER
EWS79_RS08320	EWS79_RS08320	1895966	1896859	EWS79_RS08320-MONOMER
EWS79_RS08685	EWS79_RS08685	1970720	1971139	EWS79_RS08685-MONOMER
EWS79_RS05695	EWS79_RS05695	1291905	1292876	EWS79_RS05695-MONOMER
EWS79_RS08265	EWS79_RS08265	1884007	1884300	EWS79_RS08265-MONOMER
EWS79_RS02285	EWS79_RS02285	522949	523200	EWS79_RS02285-MONOMER
EWS79_RS06945	EWS79_RS06945	1592587	1593570	EWS79_RS06945-MONOMER
EWS79_RS08390	EWS79_RS08390	1911908	1912023	EWS79_RS08390-rRNA
EWS79_RS06650	EWS79_RS06650	1516986	1517168	EWS79_RS06650-MONOMER
EWS79_RS02035	EWS79_RS02035	468414	469133	EWS79_RS02035-MONOMER
EWS79_RS03430	EWS79_RS03430	770000	770683	EWS79_RS03430-MONOMER
EWS79_RS00105	EWS79_RS00105	23797	25239	EWS79_RS00105-MONOMER
EWS79_RS05100	EWS79_RS05100	1161076	1161729	EWS79_RS05100-MONOMER
EWS79_RS01795	EWS79_RS01795	421449	422558	EWS79_RS01795-MONOMER
EWS79_RS02460	EWS79_RS02460	555858	556685	EWS79_RS02460-MONOMER
EWS79_RS02975	EWS79_RS02975	666569	667093	EWS79_RS02975-MONOMER
EWS79_RS06310	EWS79_RS06310	1429441	1430397	EWS79_RS06310-MONOMER
EWS79_RS03665	EWS79_RS03665	830956	832026	EWS79_RS03665-MONOMER
EWS79_RS04355	EWS79_RS04355	992208	993230	EWS79_RS04355-MONOMER
EWS79_RS08415	EWS79_RS08415	1917600	1919240	EWS79_RS08415-MONOMER
EWS79_RS08850	EWS79_RS08850	2003354	2004070	EWS79_RS08850-MONOMER
EWS79_RS04050	EWS79_RS04050	927936	929036	EWS79_RS04050-MONOMER
EWS79_RS05195	EWS79_RS05195	1178660	1179373	EWS79_RS05195-MONOMER
EWS79_RS03135	EWS79_RS03135	705257	706348	EWS79_RS03135-MONOMER
EWS79_RS04470	EWS79_RS04470	1020605	1021456	EWS79_RS04470-MONOMER
EWS79_RS08450	EWS79_RS08450	1924472	1924804	EWS79_RS08450-MONOMER
EWS79_RS05650	EWS79_RS05650	1281101	1282681	EWS79_RS05650-MONOMER
EWS79_RS08365	EWS79_RS08365	1906879	1907850	EWS79_RS08365-MONOMER
EWS79_RS00890	EWS79_RS00890	199947	200990	EWS79_RS00890-MONOMER
EWS79_RS02675	EWS79_RS02675	606176	606568	EWS79_RS02675-MONOMER
EWS79_RS07815	EWS79_RS07815	1788918	1789973	EWS79_RS07815-MONOMER
EWS79_RS03260	EWS79_RS03260	736930	737412	EWS79_RS03260-MONOMER
EWS79_RS05330	EWS79_RS05330	1213319	1213759	EWS79_RS05330-MONOMER
EWS79_RS04100	EWS79_RS04100	941650	942879	EWS79_RS04100-MONOMER
EWS79_RS00560	EWS79_RS00560	123459	124160	EWS79_RS00560-MONOMER
EWS79_RS08960	EWS79_RS08960	2032527	2033390	EWS79_RS08960-MONOMER
EWS79_RS06815	EWS79_RS06815	1559121	1560443	EWS79_RS06815-MONOMER
EWS79_RS03610	EWS79_RS03610	817402	817602	EWS79_RS03610-MONOMER
EWS79_RS08900	EWS79_RS08900	2014298	2014720	EWS79_RS08900-MONOMER
EWS79_RS07630	EWS79_RS07630	1753219	1754436	EWS79_RS07630-MONOMER
EWS79_RS00175	EWS79_RS00175	39623	40225	EWS79_RS00175-MONOMER
EWS79_RS05080	EWS79_RS05080	1155708	1157495	EWS79_RS05080-MONOMER
EWS79_RS03995	EWS79_RS03995	909188	911440	EWS79_RS03995-MONOMER
EWS79_RS05715	EWS79_RS05715	1296302	1297744	EWS79_RS05715-MONOMER
EWS79_RS06780	EWS79_RS06780	1543571	1543801	EWS79_RS06780-MONOMER
EWS79_RS08680	EWS79_RS08680	1969934	1970443	EWS79_RS08680-MONOMER
EWS79_RS01280	EWS79_RS01280	302313	303947	EWS79_RS01280-MONOMER
EWS79_RS04115	EWS79_RS04115	946902	947411	EWS79_RS04115-MONOMER
EWS79_RS07055	EWS79_RS07055	1616508	1617998	EWS79_RS07055-rRNA
EWS79_RS03285	EWS79_RS03285	740210	741799	EWS79_RS03285-MONOMER
EWS79_RS05145	EWS79_RS05145	1170003	1170749	EWS79_RS05145-MONOMER
EWS79_RS03005	EWS79_RS03005	672438	675878	EWS79_RS03005-MONOMER
EWS79_RS04885	EWS79_RS04885	1105444	1106265	EWS79_RS04885-MONOMER
EWS79_RS05745	EWS79_RS05745	1303593	1305203	EWS79_RS05745-MONOMER
EWS79_RS01470	EWS79_RS01470	342862	343428	EWS79_RS01470-MONOMER
EWS79_RS04510	EWS79_RS04510	1028619	1028694	EWS79_RS04510-tRNA
EWS79_RS03675	EWS79_RS03675	833348	834583	EWS79_RS03675-MONOMER
EWS79_RS05970	EWS79_RS05970	1355127	1356047	EWS79_RS05970-MONOMER
EWS79_RS03345	EWS79_RS03345	749824	750126	EWS79_RS03345-MONOMER
EWS79_RS05210	EWS79_RS05210	1181077	1182141	EWS79_RS05210-MONOMER
EWS79_RS00955	EWS79_RS00955	216563	217210	EWS79_RS00955-MONOMER
EWS79_RS04715	EWS79_RS04715	1073085	1073507	EWS79_RS04715-MONOMER
EWS79_RS07075	EWS79_RS07075	1622428	1623558	EWS79_RS07075-MONOMER
EWS79_RS04840	EWS79_RS04840	1096457	1097476	EWS79_RS04840-MONOMER
EWS79_RS05620	EWS79_RS05620	1273997	1276249	EWS79_RS05620-MONOMER
EWS79_RS08240	EWS79_RS08240	1879654	1879866	EWS79_RS08240-MONOMER
EWS79_RS05410	EWS79_RS05410	1231796	1233754	EWS79_RS05410-MONOMER
EWS79_RS02165	EWS79_RS02165	504289	505458	EWS79_RS02165-MONOMER
EWS79_RS01800	EWS79_RS01800	423125	423532	EWS79_RS01800-MONOMER
EWS79_RS02070	EWS79_RS02070	476860	478038	EWS79_RS02070-MONOMER
EWS79_RS06670	EWS79_RS06670	1520232	1522889	EWS79_RS06670-MONOMER
EWS79_RS02855	EWS79_RS02855	637407	638549	EWS79_RS02855-MONOMER
EWS79_RS07390	EWS79_RS07390	1700118	1701389	EWS79_RS07390-MONOMER
EWS79_RS07775	EWS79_RS07775	1778159	1779346	EWS79_RS07775-MONOMER
EWS79_RS05875	EWS79_RS05875	1334259	1334981	EWS79_RS05875-MONOMER
EWS79_RS07635	EWS79_RS07635	1754477	1755121	EWS79_RS07635-MONOMER
EWS79_RS07640	EWS79_RS07640	1755121	1756035	EWS79_RS07640-MONOMER
EWS79_RS01025	EWS79_RS01025	232418	233947	EWS79_RS01025-MONOMER
EWS79_RS07995	EWS79_RS07995	1826707	1827840	EWS79_RS07995-MONOMER
EWS79_RS07065	EWS79_RS07065	1618972	1619463	EWS79_RS07065-MONOMER
EWS79_RS04375	EWS79_RS04375	997997	999589	EWS79_RS04375-MONOMER
EWS79_RS06125	EWS79_RS06125	1391874	1392944	EWS79_RS06125-MONOMER
EWS79_RS06485	EWS79_RS06485	1473643	1474299	EWS79_RS06485-MONOMER
EWS79_RS02775	EWS79_RS02775	623611	624936	EWS79_RS02775-MONOMER
EWS79_RS05665	EWS79_RS05665	1284359	1285564	EWS79_RS05665-MONOMER
EWS79_RS07650	EWS79_RS07650	1756880	1757650	EWS79_RS07650-MONOMER
EWS79_RS04390	EWS79_RS04390	1003003	1003878	EWS79_RS04390-MONOMER
EWS79_RS05130	EWS79_RS05130	1167084	1168214	EWS79_RS05130-MONOMER
EWS79_RS03235	EWS79_RS03235	725462	729634	EWS79_RS03235-MONOMER
EWS79_RS04665	EWS79_RS04665	1059518	1061104	EWS79_RS04665-MONOMER
EWS79_RS04085	EWS79_RS04085	939450	939839	EWS79_RS04085-MONOMER
EWS79_RS05940	EWS79_RS05940	1349413	1350027	EWS79_RS05940-MONOMER
EWS79_RS02225	EWS79_RS02225	514279	516351	EWS79_RS02225-MONOMER
EWS79_RS03530	EWS79_RS03530	798593	800008	EWS79_RS03530-MONOMER
EWS79_RS03815	EWS79_RS03815	869176	871062	EWS79_RS03815-MONOMER
EWS79_RS00565	EWS79_RS00565	124254	124970	EWS79_RS00565-MONOMER
EWS79_RS04895	EWS79_RS04895	1109096	1109416	EWS79_RS04895-MONOMER
EWS79_RS01235	EWS79_RS01235	291689	292837	EWS79_RS01235-MONOMER
EWS79_RS08100	EWS79_RS08100	1850871	1851581	EWS79_RS08100-MONOMER
EWS79_RS00380	EWS79_RS00380	82881	83645	EWS79_RS00380-MONOMER
EWS79_RS08400	EWS79_RS08400	1915192	1915267	EWS79_RS08400-tRNA
EWS79_RS01875	EWS79_RS01875	435501	435791	EWS79_RS01875-MONOMER
EWS79_RS03565	EWS79_RS03565	809075	810469	EWS79_RS03565-MONOMER
EWS79_RS07185	EWS79_RS07185	1651659	1652180	EWS79_RS07185-MONOMER
EWS79_RS01585	EWS79_RS01585	379068	380309	EWS79_RS01585-MONOMER
EWS79_RS02395	EWS79_RS02395	540147	540534	EWS79_RS02395-RNA
EWS79_RS03105	EWS79_RS03105	699642	701411	EWS79_RS03105-MONOMER
EWS79_RS02680	EWS79_RS02680	606565	607731	EWS79_RS02680-MONOMER
EWS79_RS02970	EWS79_RS02970	665767	666531	EWS79_RS02970-MONOMER
EWS79_RS01465	EWS79_RS01465	341459	342841	EWS79_RS01465-MONOMER
EWS79_RS01705	EWS79_RS01705	402596	403261	EWS79_RS01705-MONOMER
EWS79_RS02240	EWS79_RS02240	518381	519109	EWS79_RS02240-MONOMER
EWS79_RS02375	EWS79_RS02375	533702	535972	EWS79_RS02375-MONOMER
EWS79_RS03870	EWS79_RS03870	880832	882808	EWS79_RS03870-MONOMER
EWS79_RS06340	EWS79_RS06340	1441114	1441704	EWS79_RS06340-MONOMER
EWS79_RS04870	EWS79_RS04870	1101990	1103555	EWS79_RS04870-MONOMER
EWS79_RS04310	EWS79_RS04310	983562	983789	EWS79_RS04310-MONOMER
EWS79_RS04685	EWS79_RS04685	1064309	1065181	EWS79_RS04685-MONOMER
EWS79_RS05750	EWS79_RS05750	1305916	1306824	EWS79_RS05750-MONOMER
EWS79_RS03195	EWS79_RS03195	721605	721680	EWS79_RS03195-tRNA
EWS79_RS02185	EWS79_RS02185	507516	507947	EWS79_RS02185-MONOMER
EWS79_RS00840	EWS79_RS00840	187445	190024	EWS79_RS00840-MONOMER
EWS79_RS04545	EWS79_RS04545	1032649	1033440	EWS79_RS04545-MONOMER
EWS79_RS06555	EWS79_RS06555	1491583	1493400	EWS79_RS06555-MONOMER
EWS79_RS07660	EWS79_RS07660	1758107	1758985	EWS79_RS07660-MONOMER
EWS79_RS08560	EWS79_RS08560	1945636	1947219	EWS79_RS08560-MONOMER
EWS79_RS07105	EWS79_RS07105	1629565	1630386	EWS79_RS07105-MONOMER
EWS79_RS04980	EWS79_RS04980	1132106	1136701	EWS79_RS04980-MONOMER
EWS79_RS06825	EWS79_RS06825	1562081	1562314	EWS79_RS06825-MONOMER
EWS79_RS05375	EWS79_RS05375	1225181	1226470	EWS79_RS05375-MONOMER
EWS79_RS05125	EWS79_RS05125	1163728	1166955	EWS79_RS05125-MONOMER
EWS79_RS02580	EWS79_RS02580	586060	587286	EWS79_RS02580-MONOMER
EWS79_RS02075	EWS79_RS02075	478102	478977	EWS79_RS02075-MONOMER
EWS79_RS00440	EWS79_RS00440	94613	94939	EWS79_RS00440-MONOMER
EWS79_RS06520	EWS79_RS06520	1481172	1483586	EWS79_RS06520-MONOMER
EWS79_RS04835	EWS79_RS04835	1092291	1096301	EWS79_RS04835-MONOMER
EWS79_RS05840	EWS79_RS05840	1325412	1327736	EWS79_RS05840-MONOMER
EWS79_RS03845	EWS79_RS03845	875692	876705	EWS79_RS03845-MONOMER
EWS79_RS02120	EWS79_RS02120	487637	488887	EWS79_RS02120-MONOMER
EWS79_RS07905	EWS79_RS07905	1807230	1808738	EWS79_RS07905-MONOMER
EWS79_RS02385	EWS79_RS02385	537409	538203	EWS79_RS02385-MONOMER
EWS79_RS08095	EWS79_RS08095	1850207	1850881	EWS79_RS08095-MONOMER
EWS79_RS01845	EWS79_RS01845	430639	431511	EWS79_RS01845-MONOMER
EWS79_RS07330	EWS79_RS07330	1683175	1683837	EWS79_RS07330-MONOMER
EWS79_RS08965	EWS79_RS08965	2033530	2034171	EWS79_RS08965-MONOMER
EWS79_RS00645	EWS79_RS00645	141122	141484	EWS79_RS00645-MONOMER
EWS79_RS06715	EWS79_RS06715	1529468	1529806	EWS79_RS06715-MONOMER
EWS79_RS04795	EWS79_RS04795	1084770	1085201	EWS79_RS04795-MONOMER
EWS79_RS07700	EWS79_RS07700	1764665	1765522	EWS79_RS07700-MONOMER
EWS79_RS05575	EWS79_RS05575	1266549	1267037	EWS79_RS05575-MONOMER
EWS79_RS04920	EWS79_RS04920	1117334	1119721	EWS79_RS04920-MONOMER
EWS79_RS01785	EWS79_RS01785	419766	420518	EWS79_RS01785-MONOMER
EWS79_RS00135	EWS79_RS00135	31083	32006	EWS79_RS00135-MONOMER
EWS79_RS03515	EWS79_RS03515	792669	794771	EWS79_RS03515-MONOMER
EWS79_RS08980	EWS79_RS08980	2036354	2037211	EWS79_RS08980-MONOMER
EWS79_RS04395	EWS79_RS04395	1003875	1004642	EWS79_RS04395-MONOMER
EWS79_RS01820	EWS79_RS01820	426880	428103	EWS79_RS01820-MONOMER
EWS79_RS01595	EWS79_RS01595	380600	383026	EWS79_RS01595-MONOMER
EWS79_RS04485	EWS79_RS04485	1023421	1024527	EWS79_RS04485-MONOMER
EWS79_RS08630	EWS79_RS08630	1959947	1960486	EWS79_RS08630-MONOMER
EWS79_RS02435	EWS79_RS02435	548103	551072	EWS79_RS02435-MONOMER
EWS79_RS06725	EWS79_RS06725	1530616	1531875	EWS79_RS06725-MONOMER
EWS79_RS06750	EWS79_RS06750	1537111	1539480	EWS79_RS06750-MONOMER
EWS79_RS05630	EWS79_RS05630	1277438	1278271	EWS79_RS05630-MONOMER
EWS79_RS02260	EWS79_RS02260	520883	521158	EWS79_RS02260-MONOMER
