reaction,keff,complex,mods
NNATr,0.025035248069396866,NICONUCADENYLYLTRAN-MONOMER,mg2(1)
NNDMBRT,53.02755415758387,DMBPPRIBOSYLTRANS-CPLX,
NNDPR,0.01,QUINOPRIBOTRANS-CPLX,mg2(1)
NO2t2rpp,25.97809943310335,NIRC-MONOMER,
NO2tex,34.19401863135169,G6700-MONOMER,
NO3R1bpp,107.29333188740951,NAP-CPLX,bmocogdp(1)
NO3R1pp,122.09037552663739,NITRATREDUCTZ-CPLX,bmocogdp(1) AND pheme(2) AND 4fe4s(3) AND 3fe4s(1)
NO3R2bpp,82.09937471177649,NAPAB-CPLX_NAPC-MONOMER,bmocogdp(1)
NO3R2pp,122.09037552663739,NITRATREDUCTZ-CPLX,bmocogdp(1) AND pheme(2) AND 4fe4s(3) AND 3fe4s(1)
NO3t7pp,39.48537917452696,NARU-MONOMER,
NO3tex,34.19401863135169,G6700-MONOMER,
NODOx,35.83501839318008,EG10456-MONOMER,fad(1) AND pheme(1)
NODOy,35.83501839318008,EG10456-MONOMER,fad(1) AND pheme(1)
NOVBCNtex,65,,
NOVBCNtpp,115.80312528151872,TRANS-CPLX-201,
NOtex,34.19401863135169,G6700-MONOMER,
NOtpp,65,,
NTD1,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD10,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD10pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD11,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD11pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD12,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD12pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD1pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD2,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD2pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD3,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD3pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD4,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD4pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD5,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD5pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD6,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD6pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD7,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD7pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD8,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD8pp,68.67126559010578,APHA-CPLX,mg2(1)
NTD9,24.828259208516393,EG11817-MONOMER,cobalt2(1)
NTD9pp,68.67126559010578,APHA-CPLX,mg2(1)
NTP1,46.44577224470341,G6357-MONOMER,
NTP10,31.159346311118362,CPLX0-3948,mg2(1)
NTP11,31.159346311118362,CPLX0-3948,mg2(1)
NTP12,31.159346311118362,CPLX0-3948,mg2(1)
NTP3,32.93043352957998,G7841-MONOMER,
NTP3pp,63.53666869716687,CPLX-722,
NTP5,32.93043352957998,G7841-MONOMER,
NTPP1,15.953794174273781,EG10626-MONOMER,mn2(1) AND mg2(1)
NTPP10,34.72008738226489,CPLX0-7826,mg2(1)
NTPP11,34.72008738226489,CPLX0-7826,mg2(1)
NTPP2,15.953794174273781,EG10626-MONOMER,mn2(1) AND mg2(1)
NTPP3,17.10024802353313,G7164-MONOMER,
NTPP4,45.7700008682638,CPLX0-7692,mg2(1)
NTPP5,45.7700008682638,CPLX0-7692,mg2(1)
NTPP6,45.7700008682638,CPLX0-7692,mg2(1)
NTPP7,17.10024802353313,G7164-MONOMER,
NTPP8,45.7700008682638,CPLX0-7692,mg2(1)
NTPP9,34.72008738226489,CPLX0-7826,mg2(1)
NTPTP1,127.23820600582889,DGTPTRIPHYDRO-CPLX,mg2(1)
NTPTP2,127.23820600582889,DGTPTRIPHYDRO-CPLX,mg2(1)
NTRIR2x,111.20944009677982,NITRITREDUCT-CPLX,2fe2s(1) AND fad(1) AND sheme(1)
NTRIR3pp,82.82990140124812,NRFMULTI-CPLX,
NTRIR4pp,82.82990140124812,NRFMULTI-CPLX,
O16A4COLIPAabctex,101.33633471925427,ABC-53-CPLX,
O16A4Lpp,37.682707094373214,EG11424-MONOMER,
O16AP1pp,56.8807781957914,G7090-MONOMER_EG11982-MONOMER,
O16AP2pp,56.8807781957914,G7090-MONOMER_EG11982-MONOMER,
O16AP3pp,56.8807781957914,G7090-MONOMER_EG11982-MONOMER,
O16AT,21.12208089079418,EG11984-MONOMER,
O16AUNDtpp,36.77829588727814,RFBX-MONOMER,
O16GALFT,32.02444769023663,EG11983-MONOMER,
O16GLCT1,35.43126254834182,EG11985-MONOMER,
O16GLCT2,65,CPLX_dummy,
O2Stex,34.19401863135169,G6700-MONOMER,
O2tex,34.19401863135169,G6700-MONOMER,
O2tpp,65,,
OAADC,49.14438033348317,KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX,
OBTFL,99.31494677969295,PYRUVFORMLY-INACTIVE-CPLX,glycyl(1)
OCBT,71.75566609217663,ORNCARBAMTRANSFERI-CPLX,
OCDCAtexi,38.80400202195835,EG10280-MONOMER,
OCDCEAtexi,38.80400202195835,EG10280-MONOMER,
OCTAtex,34.19401863135169,G6700-MONOMER,
OCTDPS,51.098085209819175,CPLX0-7426,mg2(1)
OHPBAT,2524.081443184524,PSERTRANSAM-CPLX,pydx5p(1)
OHPHM,41.35572765859049,DHHB-METHYLTRANSFER-CPLX,
OMBZLM,25.642034352018847,2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER,
OMCDC,65,,
OMMBLHX,35.27993570546904,OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON,
OMMBLHX3,65,CPLX_dummy,
OMPDC,7.97668117962292,OROTPDECARB-CPLX,
OMPHHX,34.86916206696967,OCTAPRENYL-METHOXYPHENOL-OH-MONOMER,
OMPHHX3,65,CPLX_dummy,
OP4ENH,26.192948545812637,MHPDHYDROL-MONOMER,
OPHBDC,164.13069523907743,CPLX0-301,mn2(1)
OPHHX,47.143976752494744,2-OCTAPRENYLPHENOL-HYDROX-MONOMER,
OPHHX3,65,CPLX_dummy,
ORNDC,94.07495369898663,ORNDECARBOX-BIO-CPLX,pydx5p(1)
ORNabcpp,84.10942860708552,ABC-3-CPLX,
ORNtex,34.19401863135169,G6700-MONOMER,
OROTt2_2pp,36.803567049100316,DCTA-MONOMER,
OROTtex,34.19401863135169,G6700-MONOMER,
ORPT,37.80927821022756,OROPRIBTRANS-CPLX,mg2(1)
OXAMTC,65,CPLX_dummy,
OXCDC,129.14517119389407,CPLX0-7878,
OXCOAHDH,52.518120871524836,G6708-MONOMER,
OXDHCOAT,34.860664994608975,G6718-MONOMER,
P5CD,146.88095759170673,PUTA-CPLX,
P5CR,5.5778536775467185,PYRROLINECARBREDUCT-CPLX,
PA120abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PA140abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PA141abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PA160abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PA161abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PA180abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PA181abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PACALDt2rpp,65,CPLX_dummy,
PACALDtex,34.19401863135169,G6700-MONOMER,
PACCOAE,73.16495044132984,CPLX0-1762,fad(1) AND 2fe2s(1)
PACCOAL,38.91385746574505,G6719-MONOMER,
PANTS,47.12242530677635,PANTOATE-BETA-ALANINE-LIG-CPLX,mg2(1) AND k(1)
PAPA120,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA120pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA140,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA140pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA141,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA141pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA160,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA160pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA161,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA161pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA180,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA180pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA181,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPA181pp,26.29534392381377,PGPPHOSPHAB-MONOMER,
PAPPT3,1602.5037599849816,PHOSNACMURPENTATRANS-MONOMER,
PDE1,103.55216573599918,CPLX0-1622,mg2(1)
PDE4,103.55216573599918,CPLX0-1622,mg2(1)
PDH,3000.0,PYRUVATEDEH-CPLX,mg2(1) AND fad(1) AND thmpp(1) AND lipoyl(1)
PDX5PO2,65,CPLX_dummy,
PDX5POi,40.17964418823109,PDXH-CPLX,fmn(1)
PDXPP,27.077850057249996,EG11239-MONOMER,mg2(1)
PE120abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PE140abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PE141abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PE160abcpp,1661.1453645054169,CPLX0-7704,mg2(1)
PE161abcpp,1661.1453645054148,CPLX0-7704,mg2(1)
PE180abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PE181abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PEAMNOpp,98.45412030783199,AMINEOXID-CPLX,
PEAMNtex,34.19401863135169,G6700-MONOMER,
PERD,0.01,ERYTHRON4PDEHYDROG-MONOMER,
PETNT161pp,47.48022104663921,EG12267-MONOMER,
PETNT181pp,47.48022104663921,EG12267-MONOMER,
PFK,48.07422626573834,6PFK-2-CPX,mg2(1)
PFK_2,85.2726498973562,6PFK-1-CPX,
PFK_3,85.2726498973562,6PFK-1-CPX,
PFL,99.31494677969295,PYRUVFORMLY-INACTIVE-CPLX,glycyl(1)
PG120abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PG140abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PG141abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PG160abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PG161abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PG180abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PG181abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGAMT,38.06895259966571,PHOSGLUCOSAMINEMUT-MONOMER,
PGCD,1283.3374366352487,PGLYCDEHYDROG-CPLX,
PGI,3000.0,CPLX0-7877,
PGK,34.13700644374078,PGK-CPLX,
PGL,31.08753563793356,6PGLUCONOLACT-MONOMER,
PGLYCP,25.160554055230953,GPH-MONOMER,mg2(1) AND cl(1)
PGM,22.837435820635594,PGAM2-MONOMER,
PGMT,44.39474773926464,PHOSPHOGLUCMUT-MONOMER,mg2(1)
PGP120abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGP140abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGP141abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGP160abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGP161abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGP180abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGP181abcpp,80.46349695540525,CPLX0-7704,mg2(1)
PGPP120,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP120pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP140,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP140pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP141,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP141pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP160,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP160pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP161,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP161pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP180,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP180pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP181,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGPP181pp,19.44394644657367,PGPPHOSPHAA-MONOMER,mg2(1)
PGSA120,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PGSA140,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PGSA141,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PGSA160,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PGSA161,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PGSA180,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PGSA181,20.401719259390532,PHOSPHAGLYPSYN-MONOMER,mg2(1)
PHEMEabcpp,3000.0,ABC-35-CPLX,
PHEMEtiex,65,CPLX_dummy,
PHETA1,59.96962499384186,ASPAMINOTRANS-DIMER,pydx5p(1)
PHEt2rpp,39.35881113190026,AROP-MONOMER,
PHEtex,34.19401863135169,G6700-MONOMER,
PHYTSpp,63.53666869716687,CPLX-722,
PIt2rpp,41.54107731982307,PITA-MONOMER,
PItex,34.19401863135169,G6700-MONOMER,
PIuabcpp,95.26503869199315,ABC-27-CPLX,
PLIPA1A120pp,29.051309568946003,MONOMER0-341,
PLIPA1A140pp,29.051309568946003,MONOMER0-341,
PLIPA1A141pp,29.051309568946003,MONOMER0-341,
PLIPA1A160pp,29.051309568946003,MONOMER0-341,
PLIPA1A161pp,29.051309568946003,MONOMER0-341,
PLIPA1A180pp,29.051309568946003,MONOMER0-341,
PLIPA1A181pp,29.051309568946003,MONOMER0-341,
PLIPA1E120pp,29.051309568946003,MONOMER0-341,
PLIPA1E140pp,29.051309568946003,MONOMER0-341,
PLIPA1E141pp,29.051309568946003,MONOMER0-341,
PLIPA1E160pp,29.051309568946003,MONOMER0-341,
PLIPA1E161pp,29.051309568946003,MONOMER0-341,
PLIPA1E180pp,29.051309568946003,MONOMER0-341,
PLIPA1E181pp,29.051309568946003,MONOMER0-341,
PLIPA1G120pp,29.051309568946003,MONOMER0-341,
PLIPA1G140pp,29.051309568946003,MONOMER0-341,
PLIPA1G141pp,29.051309568946003,MONOMER0-341,
PLIPA1G160pp,29.051309568946003,MONOMER0-341,
PLIPA1G161pp,29.051309568946003,MONOMER0-341,
PLIPA1G180pp,29.051309568946003,MONOMER0-341,
PLIPA1G181pp,29.051309568946003,MONOMER0-341,
PLIPA2A120pp,29.051309568946003,MONOMER0-341,
PLIPA2A140pp,29.051309568946003,MONOMER0-341,
PLIPA2A141pp,29.051309568946003,MONOMER0-341,
PLIPA2A160pp,29.051309568946003,MONOMER0-341,
PLIPA2A161pp,29.051309568946003,MONOMER0-341,
PLIPA2A180pp,29.051309568946003,MONOMER0-341,
PLIPA2A181pp,29.051309568946003,MONOMER0-341,
PLIPA2E120pp,29.051309568946003,MONOMER0-341,
PLIPA2E140pp,29.051309568946003,MONOMER0-341,
PLIPA2E141pp,29.051309568946003,MONOMER0-341,
PLIPA2E160pp,29.051309568946003,MONOMER0-341,
PLIPA2E161pp,29.051309568946003,MONOMER0-341,
PLIPA2E180pp,29.051309568946003,MONOMER0-341,
PLIPA2E181pp,29.051309568946003,MONOMER0-341,
PLIPA2G120pp,29.051309568946003,MONOMER0-341,
PLIPA2G140pp,29.051309568946003,MONOMER0-341,
PLIPA2G141pp,29.051309568946003,MONOMER0-341,
PLIPA2G160pp,29.051309568946003,MONOMER0-341,
PLIPA2G161pp,29.051309568946003,MONOMER0-341,
PLIPA2G180pp,29.051309568946003,MONOMER0-341,
PLIPA2G181pp,29.051309568946003,MONOMER0-341,
PMANM,39.807949163380414,PHOSMANMUT-MONOMER,
PMDPHT,65,CPLX_dummy,
PMPK,0.020644773498397898,HMP-P-KIN-CPLX,
PNTK,52.357663191784205,PANTOTHENATE-KIN-CPLX,mg2(1)
PNTOt4pp,40.56076873943804,PANF-MONOMER,
PNTOtex,34.19401863135169,G6700-MONOMER,
POAACR,15.012872079306446,G6521-MONOMER,
POX,131.42297308176975,PYRUVOXID-CPLX,mg2(1) AND thmpp(1) AND fad(1)
PPA,74.45932037586178,PPX-CPLX,mg2(1)
PPA2,74.45932037586178,PPX-CPLX,mg2(1)
PPAKr,35.87189367717838,PROPKIN-MONOMER,
PPALtex,34.19401863135169,G6700-MONOMER,
PPALtpp,65,CPLX_dummy,
PPAt4pp,42.09318996380427,PUTP-MONOMER,
PPAtex,34.19401863135169,G6700-MONOMER,
PPBNGS,293.15185096186445,PORPHOBILSYNTH-CPLX,zn2(1)
PPC,186.7636399730565,PEPCARBOX-CPLX,mg2(1)
PPCDC,229.3955769126216,CPLX0-341,fmn(1)
PPCK,45.12774770139289,PEPCARBOXYKIN-MONOMER,mn2(1)
PPCSCT,41.782589036311435,G7517-MONOMER,
PPGPPDP,55.91435250674781,SPOT-MONOMER,mn2(1)
PPK2r,159.77353164285248,PPK-CPLX,
PPKr,159.77353164285248,PPK-CPLX,
PPM,36.25468457184184,G7732-MONOMER,
PPM2,36.13761952677364,PPENTOMUT-MONOMER,mn2(1)
PPNCL2,229.3955769126216,CPLX0-341,mg2(1)
PPND,23.283757736313817,CHORISMUTPREPHENDEHYDROG-CPLX,
PPNDH,2.5554725332918538,CHORISMUTPREPHENDEHYDRAT-CPLX,
PPPGO,58.81582264570682,CPLX0-7811,
PPPGO3,58.81582264570682,CPLX0-7811,
PPPNDO,79.52364161049398,HCAMULTI-CPLX,
PPPNt2rpp,34.44921903806103,HCAT-MONOMER,
PPPNtex,34.19401863135169,G6700-MONOMER,
PPS,101.10588264145987,PEPSYNTH-CPLX,mg2(1)
PPTHpp,65.92961385739392,ALKAPHOSPHA-CPLX,zn2(1) AND mg2(1)
PPTtex,34.19401863135169,G6700-MONOMER,
PRAGSr,2.914013446073874,GLYCRIBONUCSYN-MONOMER,mg2(1)
PRAIS,3.7301703169375138,AIRS-CPLX,k(1) AND mg2(1)
PRAIi,1.1860735182174997,PRAI-IGPS,
PRAMPC,0.7887494525397867,HISTCYCLOPRATPPHOS,
PRASCSi,1334.3289560932365,SAICARSYN-CPLX,
PRATPP,0.7887494525397867,HISTCYCLOPRATPPHOS,
PRFGS,21.65470431483063,FGAMSYN-MONOMER,mg2(1)
PRMICI,0.5266868391681574,PRIBFAICARPISOM-MONOMER,
PROD2,146.88095759170673,PUTA-CPLX,fad(1)
PROGLYabcpp,113.29643853428684,ABC-8-CPLX,
PROGLYtex,34.19401863135169,G6700-MONOMER,
PROabcpp,111.64922923957607,ABC-26-CPLX,
PROt2rpp,71.27676995912228,CPLX0-7642,
PROt4pp,42.09318996380427,PUTP-MONOMER,
PROtex,34.19401863135169,G6700-MONOMER,
PRPPS,29.74305610075769,PRPPSYN-MONOMER,mg2(1) AND pi(1)
PSCLYSt2pp,38.09785652750615,YHFM-MONOMER,
PSCLYStex,34.19401863135169,G6700-MONOMER,
PSCVT,1.3642425445730355,AROA-MONOMER,
PSD120,30.856400106592705,PSD-MONOMER,
PSD140,30.856400106592705,PSD-MONOMER,
PSD141,30.856400106592705,PSD-MONOMER,
PSD160,3.8274147403653282,PSD-MONOMER,
PSD161,3.827414740365583,PSD-MONOMER,
PSD180,30.856400106592705,PSD-MONOMER,
PSD181,30.856400106592705,PSD-MONOMER,
PSERT,2529.152759908266,PSERTRANSAM-CPLX,pydx5p(1)
PSERtex,34.19401863135169,G6700-MONOMER,
PSP_L,665.2305498555695,PSERPHOSPHA-MONOMER,mg2(1)
PSP_Lpp,68.67126559010578,APHA-CPLX,mg2(1)
PSSA120,41.19606081904718,PHOSPHASERSYN-CPLX,
PSSA140,41.19606081904718,PHOSPHASERSYN-CPLX,
PSSA141,41.19606081904718,PHOSPHASERSYN-CPLX,
PSSA160,135.5564377646752,PHOSPHASERSYN-CPLX,
PSSA161,135.94355004693935,PHOSPHASERSYN-CPLX,
PSSA180,41.19606081904718,PHOSPHASERSYN-CPLX,
PSSA181,41.19606081904718,PHOSPHASERSYN-CPLX,
PTA2,209.8957056709343,PHOSACETYLTRANS-CPLX,
PTAr,52.04182473261386,CPLX0-7912,
PTHRpp,68.67126559010578,APHA-CPLX,mg2(1)
PTPATi,69.92993734748995,COADTRI-CPLX,mg2(1)
PTRCORNt7pp,37.444399430339274,POTE-MONOMER,
PTRCTA,39.33631212793818,G7596-MONOMER,pydx5p(1)
PTRCabcpp,107.91656986111127,ABC-25-CPLX,
PTRCt2pp,40.050194172441394,B1296-MONOMER,
PTRCtex,34.19401863135169,G6700-MONOMER,
PUNP1,92.64705297368366,DEOD-CPLX,
PUNP2,92.64705297368366,DEOD-CPLX,
PUNP3,92.64705297368366,DEOD-CPLX,
PUNP4,92.64705297368366,DEOD-CPLX,
PUNP5,92.64705297368366,DEOD-CPLX,
PUNP6,92.64705297368366,DEOD-CPLX,
PUNP7,102.88311648073392,XANTHOSINEPHOSPHORY-CPLX,
PYAM5PO,40.17964418823109,PDXH-CPLX,fmn(1)
PYDAMK,77.82404496649674,PDXK-CPLX,
PYDAMtex,34.19401863135169,G6700-MONOMER,
PYDAMtpp,65,CPLX_dummy,
PYDXK,27.83295110582946,PDXY-MONOMER,
PYDXNK,77.82404496649674,PDXK-CPLX,mg2(1)
PYDXNtex,34.19401863135169,G6700-MONOMER,
PYDXNtpp,65,CPLX_dummy,
PYDXPP,27.192645786709875,G6246-MONOMER,mg2(1)
PYDXtex,34.19401863135169,G6700-MONOMER,
PYDXtpp,65,CPLX_dummy,
PYK,114.10195322713524,PKII-CPLX,mn2(1) AND k(1)
PYNP2r,95.87467971491921,URPHOS-CPLX,
PYROX,45.30067933660417,G6523-MONOMER_G6518-MONOMER,fmn(1)
PYRt2rpp,65,CPLX_dummy,
PYRtex,34.19401863135169,G6700-MONOMER,
QMO2,22.106504784724564,CPLX0-3141,
QMO3,22.106504784724564,CPLX0-3141,
QUIN2tex,34.19401863135169,G6700-MONOMER,
QUIN2tpp,65,CPLX_dummy,
QUINDH,46.70105700421923,CPLX0-7462,
QULNS,0.01,CPLX0-7719,4fe4s(1)
R15BPK,20.42313092562805,EG10723-MONOMER,
R1PK,65,CPLX_dummy,
R5PP,27.225515961849702,G6425-MONOMER,mg2(1)
R5PPpp,68.67126559010578,APHA-CPLX,mg2(1)
R5Ptex,34.19401863135169,G6700-MONOMER,
RBFK,0.1361915307582795,RIBF-MONOMER,
RBFSa,51.047381767533956,CPLX0-3952,
RBFSb,365.0560391367615,LUMAZINESYN-CPLX,
RBK,47.88561410867907,CPLX0-7647,k(1) AND mg2(1)
RBK_L1,77.26632805049543,RIBULOKIN-CPLX,
RBP4E,23.8920878820169,EG12287-MONOMER,
REPHACCOAI,25.867493321481795,G6715-MONOMER,
RFAMPtex,65,,
RFAMPtpp,115.80312528151872,TRANS-CPLX-201,
RHAT1,31.37576093996053,EG11350-MONOMER,
RHCCE,0.01,EG12712-MONOMER,
RIBabcpp,110.00288386846168,ABC-46-CPLX,
RIBtex,34.19401863135169,G6700-MONOMER,
RMI,107.07779937280782,CPLX0-7652,mn2(1)
RMK,41.920290498349864,RHAMNULOKIN-MONOMER,mg2(1)
RMNtex,34.19401863135169,G6700-MONOMER,
RMNtpp,31.756607079531307,RHAT-MONOMER,
RMPA,76.49103935791327,RHAMNULPALDOL-CPLX,k(1) AND zn2(1)
RPE,22.229315476707338,G7914-MONOMER,
RPI,28.372441712982834,RIB5PISOMB-CPLX,
RZ5PP,22.295417793994616,RIBAZOLEPHOSPHAT-MONOMER,
S7PI,57.930717996279824,CPLX0-7660,
SADH,39.117446775178756,SUCCARGDIHYDRO-MONOMER,
SADT2,73.14891341534805,CPLX0-7428,
SARCOX,33.99842221640058,SARCOX-MONOMER,fad(1)
SBTPD,72.10284566180314,SORB6PDEHYDROG-CPLX,
SBTptspp,85.50272126176431,CPLX-169,
SBTtex,34.19401863135169,G6700-MONOMER,
SDPDS,23.954912126378446,CPLX0-3161,zn2(1) AND cobalt2(1)
SDPTA,60.16534110067218,ACETYLORNTRANSAM-CPLX,pydx5p(1)
SELGTHR,65,CPLX_dummy,
SELGTHR2,65,CPLX_dummy,
SELGTHR3,65,CPLX_dummy,
SELNPS,0.01,EG10943-MONOMER,mg2(1)
SELR,125.43308518462251,CPLX0-1601,
SELtex,34.19401863135169,G6700-MONOMER,
SELtpp,104.42874744010662,ABC-7-CPLX,
SEPHCHCS,77.53731155988577,CPLX0-7525,mg2(1) AND mn2(1) AND thmpp(1)
SERASr,86.49246979179146,ENTF-MONOMER,
SERAT,26.676487221313153,CPLX0-237,
SERD_D,38.281435330791155,DSERDEAM-MONOMER,pydx5p(1)
SERD_L,116.44984320931016,TRYPTOPHAN-CPLX,
SERt2rpp,37.6939477987707,SDAC-MONOMER,
SERt4pp,35.606860533969076,YGJU-MONOMER,
SERtex,34.19401863135169,G6700-MONOMER,
SFGTHi,27.900458358563235,G6208-MONOMER,
SGDS,30.76986690854605,SUCCGLUDESUCC-MONOMER,
SGSAD,41.31796581246028,SUCCGLUALDDEHYD-MONOMER,
SHCHCS3,25.369484837673777,EG12438-MONOMER,
SHCHD2,0.01,SIROHEMESYN-CPLX,
SHCHF,0.01,SIROHEMESYN-CPLX,
SHK3Dr,46.70105700421923,CPLX0-7462,
SHKK,19.23579887659333,AROL-MONOMER,mn2(1)
SHSL1,5.7887763061063815,O-SUCCHOMOSERLYASE-CPLX,pydx5p(1)
SKMt2pp,38.242447321495696,SHIA-MONOMER,
SKMtex,34.19401863135169,G6700-MONOMER,
SLNTtex,34.19401863135169,G6700-MONOMER,
SLNTtpp,104.42874744010662,ABC-7-CPLX,
SO2tex,34.19401863135169,G6700-MONOMER,
SO2tpp,65,,
SO3tex,34.19401863135169,G6700-MONOMER,
SO4t2pp,2349.150680285977,YCHM-MONOMER,
SO4tex,34.19401863135169,G6700-MONOMER,
SOTA,60.063592198722645,SUCCORNTRANSAM-CPLX,pydx5p(1)
SPMDAT1,60.1571503516602,SPERMACTRAN-CPLX,
SPMDAT2,60.1571503516602,SPERMACTRAN-CPLX,
SPMDabcpp,103.0981698835227,ABC-51-CPLX,
SPMDt3pp,23.380226419242245,YDGEF-CPLX,
SPMDtex,34.19401863135169,G6700-MONOMER,
SPMS,47.91666725729871,SPERMIDINESYN-CPLX,
SPODM,37.24673724286931,SUPEROX-DISMUTMN-CPLX,mn2(1)
SPODMpp,18.119818798953027,G6886-MONOMER,cu2(1)
SSALx,66.20694931887267,CPLX0-7687,
SSALy,66.20694931887267,CPLX0-7687,
SUCASPtpp,36.99202877379554,DCUA-MONOMER,
SUCBZL,112.1350126123907,MENE-CPLX,mg2(1)
SUCBZS,30.556994141907705,O-SUCCINYLBENZOATE-COA-SYN-MONOMER,mg2(1)
SUCCt2_2pp,36.803567049100316,DCTA-MONOMER,
SUCCt2_3pp,36.99202877379554,DCUA-MONOMER,
SUCCt3pp,65,CPLX_dummy,
SUCCtex,34.19401863135169,G6700-MONOMER,
SUCDi,75.44091416255003,SUCC-DEHASE,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1)
SUCFUMtpp,36.99202877379554,DCUA-MONOMER,
SUCMALtpp,36.99202877379554,DCUA-MONOMER,
SUCOAS,346.557518686,SUCCCOASYN,
SUCRtex,34.19401863135169,G6700-MONOMER,
SUCTARTtpp,38.30951881789788,DCUB-MONOMER,
