TU_id	start	stop	tss	strand	rho_dependent	rnapol	replicon	genes
TU0_1184_with_TERM0_1117_from_RpoD_mono	3939656	3945090	3939656	+	False	RpoD_mono	NC_000913.2	b3757,b3758,b3756,b3760,b3759,b3761
TU0_1921_from_RpoD_mono	2789194	2793675	2789194	+	True	RpoD_mono	NC_000913.2	b2662,b2663,b2661
TU00450_with_TERM51_from_RpoD_mono	430320	431315	431315	-	False	RpoD_mono	NC_000913.2	b0411
TU00043_from_RpoD_mono	698797	702931	702931	-	True	RpoD_mono	NC_000913.2	b0676,b0677,b0678
TU00262_from_RpoD_mono	3699887	3705893	3705893	-	True	RpoD_mono	NC_000913.2	b3541,b3543,b3542,b3544
TU0_5569_from_RpoD_mono	3102015	3102390	3102015	+	True	RpoD_mono	NC_000913.2	b2962
TU0_12894_from_RpoD_mono	339389	341731	None	+	True	RpoD_mono	NC_000913.2	b0324
TU_8387_from_RpoD_mono	3167773	3169855	3167773	+	True	RpoD_mono	NC_000913.2	b3026,b3025
TU525_from_RpoD_mono	3948313	3954898	3948313	+	True	RpoD_mono	NC_000913.2	b3772,b3766,b4488,b3769,b4669,b3771,b3770
TU525_with_TERM165_from_RpoD_mono	3948313	3955008	3948313	+	False	RpoD_mono	NC_000913.2	b3772,b3766,b4488,b3769,b4669,b3771,b3770
TU0_14737_with_TERM0_1105_from_RpoD_mono	1234128	1234921	1234128	+	False	RpoD_mono	NC_000913.2	b1187
TU00199_from_RpoD_mono	4285694	4292162	4285694	+	True	RpoD_mono	NC_000913.2	b4070,b4074,b4073,b4075,b4071,b4076,b4072
TU00521_from_RpoD_mono	4604102	4604455	4604455	-	True	RpoD_mono	NC_000913.2	b4369,b4370
TU0_14523_from_RpoD_mono	2106361	2109043	None	-	True	RpoD_mono	NC_000913.2	b2038,b2039
TU0_8490_from_RpoD_mono	1185046	1186293	1185046	+	True	RpoD_mono	NC_000913.2	b1127
TU0_3644_from_RpoD_mono	1509678	1513580	None	+	True	RpoD_mono	NC_000913.2	b1443,b1441,b1442
TU0_14287_from_RpoD_mono	4233819	4237753	4233819	+	True	RpoD_mono	NC_000913.2	b4028,b4026,b4027,b4029
TU00314_with_PRMAT1_from_RpoD_mono	3405373	3408064	3405373	+	False	RpoD_mono	NC_000913.2	b3259,b3257,b3258
TU0_1962_from_RpoD_mono	3117619	3126098	3126098	-	True	RpoD_mono	NC_000913.2	b2979,b4468,b2976,b2977,b4467
TU0_13805_from_RpoD_mono	3089156	3090850	None	+	True	RpoD_mono	NC_000913.2	b2947
TU0_6648_from_RpoD_mono	236017	236798	236017	+	True	RpoD_mono	NC_000913.2	b0215
TU0_5581_from_RpoD_mono	3102015	3103534	3102015	+	True	RpoD_mono	NC_000913.2	b2962,b2963
TU0_13427_from_RpoD_mono	1914282	1918167	None	+	True	RpoD_mono	NC_000913.2	b1834
TU0_13501_from_RpoD_mono	2149735	2151152	None	-	True	RpoD_mono	NC_000913.2	b2073
TU0_14013_from_RPON_MONOMER	3851868	3853129	3851868	+	True	RpoN_mono	NC_000913.2	b3673
TU0_8865_from_RpoD_mono	1713050	1715293	1715293	-	True	RpoD_mono	NC_000913.2	b1637
TU0_13964_from_RpoD_mono	3657107	3661550	3657107	+	True	RpoD_mono	NC_000913.2	b3513,b3514
TU0_13860_from_RpoD_mono	3237885	3239210	3237885	+	True	RpoD_mono	NC_000913.2	b3089
TU864_with_TERM201_from_RpoD_mono	1084088	1085318	1084088	+	False	RpoD_mono	NC_000913.2	b1020
TU0_1186_from_RpoD_mono	4205886	4211182	4205886	+	True	RpoD_mono	NC_000913.2	b4007,b4009,b4010,b4008
TU0_1186_from_RPOH_MONOMER	4205886	4211182	4205886	+	True	RpoH_mono	NC_000913.2	b4007,b4009,b4010,b4008
TU00044_from_RpoD_mono	1279030	1285749	1279030	+	True	RpoD_mono	NC_000913.2	b1224,b1226,b1227,b1225
TU0_14738_from_RpoD_mono	4390759	4390968	4390759	+	True	RpoD_mono	NC_000913.2	b4670
TU0_13318_from_RpoD_mono	1634780	1635481	None	+	True	RpoD_mono	NC_000913.2	b1549
TU526_with_TERM165_from_RpoD_mono	3950411	3955008	3950411	+	False	RpoD_mono	NC_000913.2	b3772,b3771,b3770
TU0_3645_from_RPON_MONOMER	1067734	1073249	1073249	-	True	RpoN_mono	NC_000913.2	b1012,b1007,b1008,b1010,b1011,b1009
TU0_8081_from_RpoD_mono	3068187	3070879	3070879	-	True	RpoD_mono	NC_000913.2	b2926
TU00200_from_RpoD_mono	17458	19620	17458	+	True	RpoD_mono	NC_000913.2	b0019,b0020
TU0_1963_from_RpoD_mono	3126228	3127058	3126228	+	True	RpoD_mono	NC_000913.2	b2980
TU00522_with_TERM01021_from_RPOS_MONOMER	122034	129394	122034	+	False	RpoS_mono	NC_000913.2	b0114,b0116,b0115,b0113
TU00522_with_TERM01021_from_RpoD_mono	122034	129394	122034	+	False	RpoD_mono	NC_000913.2	b0114,b0116,b0115,b0113
TU00263_from_RpoD_mono	152829	156235	156235	-	True	RpoD_mono	NC_000913.2	b0140
TU00114_from_RPON_MONOMER	2321434	2325315	2321434	+	True	RpoN_mono	NC_000913.2	b2222,b2221,b2224,b2223
TU0_6649_from_RpoD_mono	844964	847421	847421	-	True	RpoD_mono	NC_000913.2	b0811,b0810
TU0_5601_with_TERM85_from_RpoD_mono	3809232	3810600	3810600	-	False	RpoD_mono	NC_000913.2	b3638,b3637,b3636
TU0_14524_from_RpoD_mono	225759	228875	None	+	True	RpoD_mono	NC_000913.2	b0205
TU0_13901_from_RpoD_mono	3384243	3387359	None	-	True	RpoD_mono	NC_000913.2	b3242,b3241
TU0_8491_from_RpoD_mono	3635635	3637164	3635635	+	True	RpoD_mono	NC_000913.2	b3493
TU00315_from_RPOS_MONOMER	157253	159171	159171	-	True	RpoS_mono	NC_000913.2	b0143
TU00315_from_RpoD_mono	157253	159171	159171	-	True	RpoD_mono	NC_000913.2	b0143
TU0_13806_from_RpoD_mono	3090959	3091938	None	+	True	RpoD_mono	NC_000913.2	b2949
TU0_3721_from_RpoD_mono	4281276	4285618	4285618	-	True	RpoD_mono	NC_000913.2	b4068,b4069
TU0_14159_from_RpoD_mono	4427803	4429299	4427803	+	True	RpoD_mono	NC_000913.2	b4208
TU0_13728_from_RpoD_mono	2890679	2892793	None	+	True	RpoD_mono	NC_000913.2	b2767,b2768
TU0_1981_from_RPOS_MONOMER	4609176	4610024	4609176	+	True	RpoS_mono	NC_000913.2	b4376
TU0_1981_from_RpoD_mono	4609176	4610024	4609176	+	True	RpoD_mono	NC_000913.2	b4376
TU0_8625_from_RpoD_mono	4554879	4555408	4554879	+	True	RpoD_mono	NC_000913.2	b4326
TU0_8625_from_RPOS_MONOMER	4554879	4555408	4554879	+	True	RpoS_mono	NC_000913.2	b4326
TU0_12967_from_RpoD_mono	558197	561523	None	+	True	RpoD_mono	NC_000913.2	b0532
TU00452_with_TERM47_from_RpoD_mono	3088349	3089145	3088349	+	False	RpoD_mono	NC_000913.2	b2945
TU00452_with_TERM48_from_RpoD_mono	3088349	3089134	3088349	+	False	RpoD_mono	NC_000913.2	b2945
TU00390_from_RPOS_MONOMER	1103082	1104516	1103082	+	True	RpoS_mono	NC_000913.2	b1043,b1041,b1042
TU00390_from_RpoD_mono	1103082	1104516	1103082	+	True	RpoD_mono	NC_000913.2	b1043,b1041,b1042
TU0_13502_from_RpoD_mono	2151335	2151478	2151335	+	True	RpoD_mono	NC_000913.2	b4667
TU0_8082_from_RPOS_MONOMER	3068187	3071845	3071845	-	True	RpoS_mono	NC_000913.2	b2926,b2927
TU0_8082_from_RpoD_mono	3068187	3071845	3071845	-	True	RpoD_mono	NC_000913.2	b2926,b2927
TU00045_from_RpoD_mono	1277155	1278571	1277155	+	True	RpoD_mono	NC_000913.2	b1223
TU0_14625_from_RpoD_mono	1333851	1336530	1333851	+	True	RpoD_mono	NC_000913.2	b1276
TU0_14014_from_RpoD_mono	3853137	3854330	None	-	True	RpoD_mono	NC_000913.2	b3675,b3676
TU0_8867_with_YJJA_from_RpoD_mono	4597643	4600200	4600200	-	False	RpoD_mono	NC_000913.2	b4362,b4360,b4363,b4361
TU0_13190_with_TERM0_1157_from_RpoD_mono	1310285	1311722	1311722	-	False	RpoD_mono	NC_000913.2	b1255,b1254
TU0_13667_from_RPOH_MONOMER	2695376	2696660	2696660	-	True	RpoH_mono	NC_000913.2	b2560
TU0_6650_from_RpoD_mono	2091384	2095249	2091384	+	True	RpoD_mono	NC_000913.2	b2022,b2026,b2024,b2023,b2025
TU866_with_TERM201_from_RpoD_mono	1084161	1085318	1084161	+	False	RpoD_mono	NC_000913.2	b1020
TU00201_from_RpoD_mono	4312367	4323229	4323229	-	True	RpoD_mono	NC_000913.2	b4094,b4098,b4097,b4093,b4105,b4095,b4099,b4100,b4101,b4104,b4106,b4102,b4096
TU00523_with_TERM01021_from_RpoD_mono	127717	129394	127717	+	False	RpoD_mono	NC_000913.2	b0116
TU0_1187_from_RpoD_mono	2724091	2729470	2729470	-	True	RpoD_mono	NC_000913.2	b2589,b2591,b2590
TU0_1187_from_RPOH_MONOMER	2724091	2729470	2729470	-	True	RpoH_mono	NC_000913.2	b2589,b2591,b2590
TU00115_from_RpoD_mono	324801	328585	328585	-	True	RpoD_mono	NC_000913.2	b0312,b0313
TU00264_from_RpoD_mono	583903	586131	None	-	True	RpoD_mono	NC_000913.2	b0566,b4635
TU0_3723_from_RPOS_MONOMER	4281276	4285414	4285414	-	True	RpoS_mono	NC_000913.2	b4068,b4069
TU0_3723_from_RpoD_mono	4281276	4285414	4285414	-	True	RpoD_mono	NC_000913.2	b4068,b4069
TU_8389_with_TERM1_from_RpoD_mono	925385	925702	925702	-	False	RpoD_mono	NC_000913.2	b0884
TU0_13558_from_RpoD_mono	2282151	2284158	None	+	True	RpoD_mono	NC_000913.2	b2188
TU0_2_from_RpoD_mono	2749781	2751478	2749781	+	True	RpoD_mono	NC_000913.2	b2616
TU0_14415_from_RpoD_mono	2421758	2424859	2424859	-	True	RpoD_mono	NC_000913.2	b2309,b2307,b2308
TU0_14525_from_RpoD_mono	3796262	3798219	None	-	True	RpoD_mono	NC_000913.2	b3624
TU0_5661_from_RpoD_mono	4574935	4577360	None	-	True	RpoD_mono	NC_000913.2	b4346
TU0_8716_from_EG11355_MONOMER	1993741	1994066	1993741	+	True	FliA_mono	NC_000913.2	b1915
TU0_8083_with_TERM0902_from_RpoD_mono	3069453	3070879	3070879	-	False	RpoD_mono	NC_000913.2	b2926
TU0_13032_from_RpoD_mono	747144	751392	None	-	True	RpoD_mono	NC_000913.2	b0718,b0717
TU00453_with_TERM47_from_RpoD_mono	3088297	3089145	3088297	+	False	RpoD_mono	NC_000913.2	b2945
TU00453_with_TERM48_from_RpoD_mono	3088297	3089134	3088297	+	False	RpoD_mono	NC_000913.2	b2945
TU00316_from_RpoD_mono	4142018	4145159	None	+	True	RpoD_mono	NC_000913.2	b3952
TU0_13807_from_RpoD_mono	3093120	3096425	None	+	True	RpoD_mono	NC_000913.2	b2953,b2952,b2954,b2955
TU0_6651_with_TERM165_from_RpoD_mono	3953258	3955008	3953258	+	False	RpoD_mono	NC_000913.2	b3772
TU0_13729_from_RpoD_mono	2892941	2894577	None	-	True	RpoD_mono	NC_000913.2	b2770
TU00046_from_RpoD_mono	3492009	3497223	3492009	+	True	RpoD_mono	NC_000913.2	b3365,b3366,b3367,b3368
TU0_8782_from_RpoD_mono	879876	881152	879876	+	True	RpoD_mono	NC_000913.2	b0839
TU542_from_RPOS_MONOMER	1830423	1831258	1830423	+	True	RpoS_mono	NC_000913.2	b1749
TU0_13193_with_TERM0_1156_from_RPOS_MONOMER	1312692	1314116	1314116	-	False	RpoS_mono	NC_000913.2	b1257,b1259,b1258
TU0_12968_from_RpoD_mono	561565	563068	None	+	True	RpoD_mono	NC_000913.2	b0534
TU00391_with_TERM0_1145_from_RPOS_MONOMER	1978120	1979675	1979675	-	False	RpoS_mono	NC_000913.2	b1896
TU0_13503_from_RpoD_mono	2151670	2151805	2151670	+	True	RpoD_mono	NC_000913.2	b4668
TU0_3741_from_RpoD_mono	4126659	4130290	4126659	+	True	RpoD_mono	NC_000913.2	b3939,b3940
TU00202_from_RPOS_MONOMER	3904876	3909591	3909591	-	True	RpoS_mono	NC_000913.2	b3728,b3725,b3727,b3726
TU00202_from_RpoD_mono	3904876	3909591	3909591	-	True	RpoD_mono	NC_000913.2	b3728,b3725,b3727,b3726
TU0_2001_from_RpoD_mono	1006895	1011094	1006895	+	True	RpoD_mono	NC_000913.2	b0948,b0949
TU00524_from_RpoD_mono	754181	764272	754181	+	True	RpoD_mono	NC_000913.2	b0727,b0723,b0729,b0726,b0722,b0721,b0728,b0724
TU0_14015_from_RpoD_mono	3854934	3858139	None	-	True	RpoD_mono	NC_000913.2	b3679
TU0_8868_with_DNAC_from_RpoD_mono	4598162	4599638	4599638	-	False	RpoD_mono	NC_000913.2	b4362,b4361
TU00116_from_RpoD_mono	328645	330720	328645	+	True	RpoD_mono	NC_000913.2	b0314
TU0_14290_from_RpoD_mono	3338233	3340274	3338233	+	True	RpoD_mono	NC_000913.2	b3196,b3197
TU0_5682_from_RPOS_MONOMER	3656368	3661550	3656368	+	True	RpoS_mono	NC_000913.2	b3513,b3514,b3512
TU869_from_RpoD_mono	426429	429700	426429	+	True	RpoD_mono	NC_000913.2	b0407,b0409,b0408
TU0_1188_from_RpoD_mono	2724091	2729354	2729354	-	True	RpoD_mono	NC_000913.2	b2589,b2591,b2590
TU0_14627_from_EG11355_MONOMER	1490463	1492134	1490463	+	True	FliA_mono	NC_000913.2	b1421
TU0_8084_with_TERM0924_from_RpoD_mono	1946686	1948641	1948641	-	False	RpoD_mono	NC_000913.2	b1866
TU00265_with_TERM081_from_RpoD_mono	3148574	3150036	3150036	-	False	RpoD_mono	NC_000913.2	b3005,b3006
TU_8390_with_TERM1_from_RpoD_mono	925385	925908	925908	-	False	RpoD_mono	NC_000913.2	b0884
TU0_13966_from_RPON_MONOMER	3670159	3671336	3670159	+	True	RpoN_mono	NC_000913.2	b3521
TU0_13863_from_RpoD_mono	3246991	3248398	None	+	True	RpoD_mono	NC_000913.2	b3100,b3098,b3099
TU0_14416_from_RPOS_MONOMER	2033654	2034710	2033654	+	True	RpoS_mono	NC_000913.2	b1967
TU0_3841_from_RpoD_mono	59687	63358	63358	-	True	RpoD_mono	NC_000913.2	b0059
TU0_14527_with_TERM0_1143_from_RpoD_mono	1842956	1846048	1846048	-	False	RpoD_mono	NC_000913.2	b1764,b1763
TU0_2021_from_RpoD_mono	4238323	4238758	4238323	+	True	RpoD_mono	NC_000913.2	b4030
TU00454_from_RpoD_mono	2926057	2928965	2926057	+	True	RpoD_mono	NC_000913.2	b2796,b2797
TU00047_from_RpoD_mono	2342777	2346536	2342777	+	True	RpoD_mono	NC_000913.2	b2234,b2235
TU0_5741_from_RPON_MONOMER	4260839	4261105	4260839	+	True	RpoN_mono	NC_000913.2	b4050
TU543_with_TERM0281_from_RpoD_mono	3267984	3268614	3268614	-	False	RpoD_mono	NC_000913.2	b3123
TU543_with_TERM0282_from_RpoD_mono	3268097	3268614	3268614	-	False	RpoD_mono	NC_000913.2	b3123
TU543_with_TERM0283_from_RpoD_mono	3268210	3268614	3268614	-	False	RpoD_mono	NC_000913.2	b3123
TU0_13194_from_RpoD_mono	1321212	1324665	1321212	+	True	RpoD_mono	NC_000913.2	b1268,b1267,b1266
TU0_14075_from_RpoD_mono	4086130	4090846	None	-	True	RpoD_mono	NC_000913.2	b3900,b3898,b3899
TU00319_from_RpoD_mono	1187539	1189706	1189706	-	True	RpoD_mono	NC_000913.2	b1130
TU00203_with_TERM4_from_RpoD_mono	1260118	1261400	1261400	-	False	RpoD_mono	NC_000913.2	b1207
TU00526_from_RPOE_MONOMER	2705344	2707654	2707654	-	True	RpoE_mono	NC_000913.2	b2571,b2572
TU00117_from_RpoD_mono	808525	812170	808525	+	True	RpoD_mono	NC_000913.2	b0778,b0777,b0776,b0775
TU00392_from_RpoD_mono	1100074	1102567	1102567	-	True	RpoD_mono	NC_000913.2	b1038,b1039,b1040
TU00392_from_RPOS_MONOMER	1100074	1102567	1102567	-	True	RpoS_mono	NC_000913.2	b1038,b1039,b1040
TU0_14016_from_RpoD_mono	3859372	3861626	None	-	True	RpoD_mono	NC_000913.2	b3683
TU0_8869_with_DNAC_from_RpoD_mono	4598162	4600200	4600200	-	False	RpoD_mono	NC_000913.2	b4363,b4362,b4361
TU0_3862_from_RPOS_MONOMER	17317	19620	17317	+	True	RpoS_mono	NC_000913.2	b0019,b0020
TU0_2041_from_RpoD_mono	141360	141967	141360	+	True	RpoD_mono	NC_000913.2	b0125
TU0_8555_from_RpoD_mono	443882	444398	443882	+	True	RpoD_mono	NC_000913.2	b0426
TU0_6653_with_AROF_TYRA_TERMINATOR_from_RpoD_mono	2735601	2736962	2735601	+	False	RpoD_mono	NC_000913.2	b2599,b2598
TU870_with_TERM202_from_RpoD_mono	425279	427010	425279	+	False	RpoD_mono	NC_000913.2	b0407,b0406
TU0_1189_from_RpoD_mono	223485	228875	223485	+	True	RpoD_mono	NC_000913.2	b0203,b0201,b0205,b0204,b0202
TU0_1189_from_RPOH_MONOMER	223485	228875	223485	+	True	RpoH_mono	NC_000913.2	b0203,b0201,b0205,b0204,b0202
TU0_14742_from_RpoD_mono	3656085	3661550	3656085	+	True	RpoD_mono	NC_000913.2	b3513,b3514,b3512
TU0_14291_from_RpoD_mono	3340284	3341433	3340284	+	True	RpoD_mono	NC_000913.2	b3199,b3198
TU00266_from_RpoD_mono	1147982	1150627	None	+	True	RpoD_mono	NC_000913.2	b1092,b1093
TU_8391_from_RPOE_MONOMER	2733983	2734905	2733983	+	True	RpoE_mono	NC_000913.2	b2595
TU0_13034_from_RpoD_mono	780291	780445	None	+	True	RpoD_mono	NC_000913.2	b0747
TU0_14629_from_RpoD_mono	1713050	1715307	1715307	-	True	RpoD_mono	NC_000913.2	b1637
TU00455_from_RpoD_mono	3999217	4000399	3999217	+	True	RpoD_mono	NC_000913.2	b3816
TU0_14528_with_TERM0_1115_from_RpoD_mono	4166664	4169826	None	+	False	RpoD_mono	NC_000913.2	b3971
TU0_14528_with_TERM0_1116_from_RpoD_mono	4166664	4169985	None	+	False	RpoD_mono	NC_000913.2	b3971
TU0_3882_from_RPOS_MONOMER	4328430	4330027	4328430	+	True	RpoS_mono	NC_000913.2	b4111
TU0_8121_with_TERM0941_from_RpoD_mono	8191	9226	8191	+	False	RpoD_mono	NC_000913.2	b0008
TU0_2042_with_TERM0703_from_RpoD_mono	138801	141263	141263	-	False	RpoD_mono	NC_000913.2	b0124
TU00204_from_RpoD_mono	3080899	3084070	3084070	-	True	RpoD_mono	NC_000913.2	b2938
TU00527_from_RpoD_mono	1753491	1755134	1753491	+	True	RpoD_mono	NC_000913.2	b1676
TU00320_from_RpoD_mono	1672996	1675999	1675999	-	True	RpoD_mono	NC_000913.2	b1603
TU0_13809_from_RpoD_mono	3099829	3100874	None	-	True	RpoD_mono	NC_000913.2	b2960
TU0_5781_from_RpoD_mono	3100933	3102390	3100933	+	True	RpoD_mono	NC_000913.2	b2962,b2961
TU0_6654_with_TERM86_from_RpoD_mono	3307021	3309348	3309348	-	False	RpoD_mono	NC_000913.2	b3164
TU0_13321_from_RpoD_mono	1637054	1638609	None	-	True	RpoD_mono	NC_000913.2	b4689,b1554,b1555,b1556
TU0_14744_from_RpoD_mono	3797368	3799159	3799159	-	True	RpoD_mono	NC_000913.2	b3625
TU0_8872_from_RPOS_MONOMER	402911	404042	402911	+	True	RpoS_mono	NC_000913.2	b0385
TU0_13671_from_RpoD_mono	2717245	2720635	None	+	True	RpoD_mono	NC_000913.2	b2584
TU871_from_RpoD_mono	424209	425305	424209	+	True	RpoD_mono	NC_000913.2	b0405
TU0_13373_from_RpoD_mono	1770536	1773468	None	+	True	RpoD_mono	NC_000913.2	b1693,b1692
TU0_1190_from_RpoD_mono	223593	228875	223593	+	True	RpoD_mono	NC_000913.2	b0203,b0201,b0205,b0204,b0202
TU0_12900_from_RPOH_MONOMER	374610	375894	374610	+	True	RpoH_mono	NC_000913.2	b0353
TU00456_with_TERM45_from_RpoD_mono	4275470	4275980	4275470	+	False	RpoD_mono	NC_000913.2	b4063
TU0_8143_from_RPOS_MONOMER	2576592	2579661	2576592	+	True	RpoS_mono	NC_000913.2	b2464,b2465
TU00049_with_OMPC_TERMINATOR_from_RpoD_mono	2309632	2310852	2310852	-	False	RpoD_mono	NC_000913.2	b2215
TU0_5782_from_RpoD_mono	3100933	3103534	3100933	+	True	RpoD_mono	NC_000913.2	b2962,b2963,b2961
TU_8392_from_RPOE_MONOMER	3033206	3037655	3037655	-	True	RpoE_mono	NC_000913.2	b2893,b2892
TU0_13196_from_RpoD_mono	1325791	1327136	None	-	True	RpoD_mono	NC_000913.2	b1271
TU0_6657_with_RPLT_T2_from_RpoD_mono	1797387	1797787	1797787	-	False	RpoD_mono	NC_000913.2	b1716
TU101_from_RpoD_mono	4549541	4552384	4549541	+	True	RpoD_mono	NC_000913.2	b4322,b4323
TU00205_with_GUSAT1_from_RpoD_mono	2628928	2632129	2632129	-	False	RpoD_mono	NC_000913.2	b2507,b2508
TU0_13106_from_RpoD_mono	1041253	1045026	None	-	True	RpoD_mono	NC_000913.2	b0982,b0983
TU0_14292_from_RPOE_MONOMER	3341348	3342691	3341348	+	True	RpoE_mono	NC_000913.2	b3201,b3200
TU0_14529_from_RpoD_mono	34781	37824	None	-	True	RpoD_mono	NC_000913.2	b0037,b0036
TU00119_from_RpoD_mono	3483975	3484774	3483975	+	True	RpoD_mono	NC_000913.2	b3357
TU0_14630_from_RPOS_MONOMER	1753687	1755134	1753687	+	True	RpoS_mono	NC_000913.2	b1676
TU0_14630_from_RpoD_mono	1753687	1755134	1753687	+	True	RpoD_mono	NC_000913.2	b1676
TU0_13619_from_RpoD_mono	2516489	2517227	None	+	True	RpoD_mono	NC_000913.2	b2399
TU0_3941_from_RPOS_MONOMER	102742	103985	102742	+	True	RpoS_mono	NC_000913.2	b0093
TU00321_from_RpoD_mono	1181006	1184817	None	-	True	RpoD_mono	NC_000913.2	b1124,b1125,b1126
TU0_12971_from_RpoD_mono	566056	567227	None	+	True	RpoD_mono	NC_000913.2	b0541,b0540
TU0_13432_from_RpoD_mono	1921389	1922993	None	-	True	RpoD_mono	NC_000913.2	b1840,b1841
TU0_5843_from_RpoD_mono	2371670	2374909	2374909	-	True	RpoD_mono	NC_000913.2	b2261,b2262
TU0_14216_from_RpoD_mono	4605804	4607346	4605804	+	True	RpoD_mono	NC_000913.2	b4373,b4372,b4374
TU0_8145_from_RPOS_MONOMER	3717454	3717791	3717454	+	True	RpoS_mono	NC_000913.2	b3555
TU0_14018_from_RpoD_mono	3868461	3873183	None	-	True	RpoD_mono	NC_000913.2	b4479,b4478,b3693,b4477
TU0_13322_from_RpoD_mono	1640513	1642328	None	-	True	RpoD_mono	NC_000913.2	b1560
TU0_8630_from_RpoD_mono	4603800	4604063	4603800	+	True	RpoD_mono	NC_000913.2	b4567
TU00457_from_RpoD_mono	3590747	3595753	3595753	-	True	RpoD_mono	NC_000913.2	b3456,b3457,b3455,b3458
TU0_6658_with_TERM5_from_RpoD_mono	3597910	3598887	3598887	-	False	RpoD_mono	NC_000913.2	b3461
TU872_from_RpoD_mono	3510656	3517402	3517402	-	True	RpoD_mono	NC_000913.2	b3386,b3387,b3388,b3385,b3389,b3390
TU0_13374_from_RpoD_mono	1773611	1776371	None	+	True	RpoD_mono	NC_000913.2	b1695
TU0_1191_from_RpoD_mono	3421445	3427069	3427069	-	True	RpoD_mono	NC_000913.2	b3276,b3273,b3277,b3278,b3274,b3275
TU0_1191_from_RPOH_MONOMER	3421445	3427069	3427069	-	True	RpoH_mono	NC_000913.2	b3276,b3273,b3277,b3278,b3274,b3275
TU0_14746_from_RpoD_mono	3239849	3242865	3242865	-	True	RpoD_mono	NC_000913.2	b3092
TU561_from_RPOS_MONOMER	1010889	1014122	1010889	+	True	RpoS_mono	NC_000913.2	b0950,b0951
TU561_from_RpoD_mono	1010889	1014122	1010889	+	True	RpoD_mono	NC_000913.2	b0950,b0951
TU0_13198_from_RpoD_mono	1333184	1333482	None	+	True	RpoD_mono	NC_000913.2	b4523
TU0_3963_from_RpoD_mono	618607	621415	621415	-	True	RpoD_mono	NC_000913.2	b0589,b0590
TU0_2101_from_RpoD_mono	890115	892656	890115	+	True	RpoD_mono	NC_000913.2	b0851,b0850,b0853,b0852
TU00206_from_RpoD_mono	3931345	3937242	3931345	+	True	RpoD_mono	NC_000913.2	b3750,b3749,b3748,b3752,b3751,b3753
TU102_from_RpoD_mono	1486214	1487695	1486214	+	True	RpoD_mono	NC_000913.2	b1415
TU0_13107_from_RpoD_mono	1045072	1048555	None	-	True	RpoD_mono	NC_000913.2	b0985,b0986
TU00268_from_RpoD_mono	4078322	4083845	None	-	True	RpoD_mono	NC_000913.2	b3892,b3894,b3893
TU_8393_from_RPOE_MONOMER	3199064	3201151	3199064	+	True	RpoE_mono	NC_000913.2	b3055,b3056
TU0_14421_from_RpoD_mono	2698540	2698618	2698540	+	True	RpoD_mono	NC_000913.2	b4608
TU0_5881_from_RpoD_mono	4016878	4019889	None	+	True	RpoD_mono	NC_000913.2	b3835,b3834,b4707
TU0_14530_from_RpoD_mono	4208066	4211182	None	+	True	RpoD_mono	NC_000913.2	b4010
TU0_8146_from_RPOS_MONOMER	4437534	4437816	4437534	+	True	RpoS_mono	NC_000913.2	b4217
TU00322_from_RPON_MONOMER	892959	897152	892959	+	True	RpoN_mono	NC_000913.2	b0855,b0854,b0856,b0857
TU0_6660_with_TERM86_from_RpoD_mono	3307021	3309808	3309808	-	False	RpoD_mono	NC_000913.2	b4449,b3164,b3165
TU0_14631_from_RpoD_mono	1753624	1755134	1753624	+	True	RpoD_mono	NC_000913.2	b1676
TU0_14631_from_RPOS_MONOMER	1753624	1755134	1753624	+	True	RpoS_mono	NC_000913.2	b1676
TU0_13620_from_RpoD_mono	2525963	2528223	2528223	-	True	RpoD_mono	NC_000913.2	b2411
TU0_3982_from_RPOS_MONOMER	2663423	2664737	2663423	+	True	RpoS_mono	NC_000913.2	b2535
TU0_3982_from_RpoD_mono	2663423	2664737	2663423	+	True	RpoD_mono	NC_000913.2	b2535
TU0_13733_from_RpoD_mono	2898614	2901396	None	+	True	RpoD_mono	NC_000913.2	b2776
TU0_2121_from_RpoD_mono	891099	892656	891099	+	True	RpoD_mono	NC_000913.2	b0853,b0852
TU0_14749_from_RpoD_mono	3243065	3244544	3243065	+	True	RpoD_mono	NC_000913.2	b3093
TU0_13037_from_RpoD_mono	781284	783108	781284	+	True	RpoD_mono	NC_000913.2	b0750,b0751
TU0_12972_from_RpoD_mono	567285	567870	None	+	True	RpoD_mono	NC_000913.2	b0543
TU00459_from_RpoD_mono	2808769	2812176	2808769	+	True	RpoD_mono	NC_000913.2	b2685,b2686,b2684
TU0_13507_from_RpoD_mono	2168251	2169422	None	+	True	RpoD_mono	NC_000913.2	b2088,b2089
TU00051_from_RpoD_mono	4156480	4157430	4156480	+	True	RpoD_mono	NC_000913.2	b3961
TU00051_from_RPOS_MONOMER	4156480	4157430	4156480	+	True	RpoS_mono	NC_000913.2	b3961
TU0_5901_with_TERM0541_from_RpoD_mono	4054013	4056245	4056245	-	False	RpoD_mono	NC_000913.2	b3870
TU562_from_RPOS_MONOMER	1010882	1014122	1010882	+	True	RpoS_mono	NC_000913.2	b0950,b0951
TU562_from_RpoD_mono	1010882	1014122	1010882	+	True	RpoD_mono	NC_000913.2	b0950,b0951
